TYPE,ADRESSE,ARRONDISSEMENT,HORAIRE,geo_shape,geo
SANISETTE,2  AVENUE DE BOUVINES,PARIS 11EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3963021065433, 48.84957781951283]], ""type"": ""MultiPoint""}","48.84957781951283, 2.3963021065433"
SANISETTE,82  AVENUE DE LA REPUBLIQUE,PARIS 11EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.379523121382903, 48.86424208661514]], ""type"": ""MultiPoint""}","48.86424208661514, 2.379523121382903"
SANISETTE,123  BOULEVARD RICHARD LENOIR,PARIS 11EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.369377340131328, 48.86584156259166]], ""type"": ""MultiPoint""}","48.86584156259166, 2.369377340131328"
SANISETTE,12  BOULEVARD DE BERCY,PARIS 12EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3782186280433213, 48.83962134096178]], ""type"": ""MultiPoint""}","48.83962134096178, 2.3782186280433213"
SANISETTE,face au 98 QUAI DE LA RAPEE,PARIS 12EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3670278056575427, 48.846008593295025]], ""type"": ""MultiPoint""}","48.846008593295025, 2.3670278056575427"
SANISETTE,38  RUE DU CHEVALERET,PARIS 13EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.37673420190615, 48.828228508299546]], ""type"": ""MultiPoint""}","48.828228508299546, 2.37673420190615"
SANISETTE,2  BOULEVARD JOURDAN,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.344335024208981, 48.818986719451814]], ""type"": ""MultiPoint""}","48.818986719451814, 2.344335024208981"
SANISETTE,21  RUE DE GERGOVIE,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.31456172136446, 48.833925435692976]], ""type"": ""MultiPoint""}","48.833925435692976, 2.31456172136446"
TOILETTES,PARC DE BELLEVILLE,PARIS 20EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.385561775235243, 48.87045899931411]], ""type"": ""MultiPoint""}","48.87045899931411, 2.385561775235243"
TOILETTES,JARDIN DEBERGUE-RENDEZ-VOUS,PARIS 12EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.4039110734655846, 48.84657172830047]], ""type"": ""MultiPoint""}","48.84657172830047, 2.4039110734655846"
SANISETTE,23  BOULEVARD NEY,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.362386603106491, 48.898412078546706]], ""type"": ""MultiPoint""}","48.898412078546706, 2.362386603106491"
SANISETTE,154  RUE D AUBERVILLIERS,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.369855639904231, 48.893384136510086]], ""type"": ""MultiPoint""}","48.893384136510086, 2.369855639904231"
SANISETTE,1  RUE BELGRAND,PARIS 20EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3998237030893126, 48.864920416418464]], ""type"": ""MultiPoint""}","48.864920416418464, 2.3998237030893126"
SANISETTE,1  BOULEVARD DES FILLES DU CALVAIRE,PARIS 3EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.367032423762368, 48.861123131655724]], ""type"": ""MultiPoint""}","48.861123131655724, 2.367032423762368"
SANISETTE,10 bis RUE DE MOUSSY,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3558130514928526, 48.857832508056276]], ""type"": ""MultiPoint""}","48.857832508056276, 2.3558130514928526"
SANISETTE,8  RUE D ARCOLE,PARIS 4EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.349398891032509, 48.85401989013739]], ""type"": ""MultiPoint""}","48.85401989013739, 2.349398891032509"
SANISETTE,AVENUE CHARLES FLOQUET,PARIS 7EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.2958959039047016, 48.85510438444299]], ""type"": ""MultiPoint""}","48.85510438444299, 2.2958959039047016"
SANISETTE,118  BOULEVARD DE LA VILLETTE,PARIS 10EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.37097101088183, 48.87736769831584]], ""type"": ""MultiPoint""}","48.87736769831584, 2.37097101088183"
SANISETTE,126  BOULEVARD DE L HOPITAL,PARIS 13EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3578058508851427, 48.83480543828767]], ""type"": ""MultiPoint""}","48.83480543828767, 2.3578058508851427"
SANISETTE,100  BOULEVARD AUGUSTE BLANQUI,PARIS 13EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.344431701329781, 48.83113397852207]], ""type"": ""MultiPoint""}","48.83113397852207, 2.344431701329781"
SANISETTE,131  AVENUE DU MAINE,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.324142757336283, 48.83487923125606]], ""type"": ""MultiPoint""}","48.83487923125606, 2.324142757336283"
TOILETTES,PARC DE PASSY,PARIS 16EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.2829801193776933, 48.855364641497715]], ""type"": ""MultiPoint""}","48.855364641497715, 2.2829801193776933"
SANISETTE,150  RUE DE LA CONVENTION,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2914579802619723, 48.83941844138339]], ""type"": ""MultiPoint""}","48.83941844138339, 2.2914579802619723"
SANISETTE,65  AVENUE EMILE ZOLA,PARIS 15EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.2847748196228532, 48.84655068506885]], ""type"": ""MultiPoint""}","48.84655068506885, 2.2847748196228532"
SANISETTE,face au 7 RUE LA QUINTINIE,PARIS 15EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.306332691603657, 48.83923304249822]], ""type"": ""MultiPoint""}","48.83923304249822, 2.306332691603657"
SANISETTE,PLACE CHARLES FILLION,PARIS 17EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.315811510931336, 48.88847096557177]], ""type"": ""MultiPoint""}","48.88847096557177, 2.315811510931336"
SANISETTE,opposé au 17 RUE LIEUTENANT COLONEL DAX,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.340228067255146, 48.90070583341708]], ""type"": ""MultiPoint""}","48.90070583341708, 2.340228067255146"
SANISETTE,1  RUE SAINT BRUNO,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.356270510591296, 48.885957541022464]], ""type"": ""MultiPoint""}","48.885957541022464, 2.356270510591296"
SANISETTE,face au 52 BOULEVARD DE ROCHECHOUART,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3459061828143954, 48.883247081071914]], ""type"": ""MultiPoint""}","48.883247081071914, 2.3459061828143954"
SANISETTE,opposé au 94 RUE JEAN HENRI FABRE,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.335537439363258, 48.901061167312164]], ""type"": ""MultiPoint""}","48.901061167312164, 2.335537439363258"
SANISETTE,29  RUE MANIN,PARIS 19EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3782622313212776, 48.878619354876875]], ""type"": ""MultiPoint""}","48.878619354876875, 2.3782622313212776"
SANISETTE,12  RUE REBEVAL,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.376382294517303, 48.87407067949223]], ""type"": ""MultiPoint""}","48.87407067949223, 2.376382294517303"
SANISETTE,face au 4 PLACE MARTIN NADAUD,PARIS 20EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3947176021576215, 48.86494974131124]], ""type"": ""MultiPoint""}","48.86494974131124, 2.3947176021576215"
SANISETTE,171  RUE DES PYRENEES,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.401021510043857, 48.86001571292928]], ""type"": ""MultiPoint""}","48.86001571292928, 2.401021510043857"
SANISETTE,17  AVENUE VICTORIA,PARIS 1EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3465356726600564, 48.85797043992712]], ""type"": ""MultiPoint""}","48.85797043992712, 2.3465356726600564"
SANISETTE,2  RUE DE LA LINGERIE,PARIS 1EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.34647836095256, 48.860283775887126]], ""type"": ""MultiPoint""}","48.860283775887126, 2.34647836095256"
SANISETTE,88 ter BOULEVARD DE PORT ROYAL,PARIS 5EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3387315881645625, 48.83920071261067]], ""type"": ""MultiPoint""}","48.83920071261067, 2.3387315881645625"
SANISETTE,45  BOULEVARD DE ROCHECHOUART,PARIS 9EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.343497799728152, 48.882709085896295]], ""type"": ""MultiPoint""}","48.882709085896295, 2.343497799728152"
SANISETTE,11  AVENUE TRUDAINE,PARIS 9EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.345516263472915, 48.881665392640464]], ""type"": ""MultiPoint""}","48.881665392640464, 2.345516263472915"
SANISETTE,face au 4 AVENUE CLAUDE VELLEFAUX,PARIS 10EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.369583030462251, 48.87231507521019]], ""type"": ""MultiPoint""}","48.87231507521019, 2.369583030462251"
SANISETTE,face au 182 RUE DU FAUBOURG SAINT MARTIN,PARIS 10EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.361645690432109, 48.878147412171856]], ""type"": ""MultiPoint""}","48.878147412171856, 2.361645690432109"
SANISETTE,face au 50 QUAI DE JEMMAPES,PARIS 10EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.366597507212162, 48.87002790121455]], ""type"": ""MultiPoint""}","48.87002790121455, 2.366597507212162"
SANISETTE,face au 170 AVENUE LEDRU ROLLIN,PARIS 11EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.379351478214004, 48.85704278201931]], ""type"": ""MultiPoint""}","48.85704278201931, 2.379351478214004"
SANISETTE,88  AVENUE DU MAINE,PARIS 14EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.3223383620513176, 48.83811061304952]], ""type"": ""MultiPoint""}","48.83811061304952, 2.3223383620513176"
SANISETTE,82  BOULEVARD BRUNE,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.315807289747555, 48.82524477075134]], ""type"": ""MultiPoint""}","48.82524477075134, 2.315807289747555"
TOILETTES,JARDIN HENRI SAUVAGE,PARIS 18EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3523880408452515, 48.894122158005445]], ""type"": ""MultiPoint""}","48.894122158005445, 2.3523880408452515"
TOILETTES,BOIS DE BOULOGNE - JARDIN DU PRE CATELAN,PARIS 16EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.252324088204249, 48.865617431628074]], ""type"": ""MultiPoint""}","48.865617431628074, 2.252324088204249"
TOILETTES,JARDIN ANNE FRANK (HOTEL SAINT-AIGNAN),PARIS 3EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3545285827832645, 48.86140027291512]], ""type"": ""MultiPoint""}","48.86140027291512, 2.3545285827832645"
SANISETTE,147  RUE VERCINGETORIX,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3114191795653407, 48.83257405441341]], ""type"": ""MultiPoint""}","48.83257405441341, 2.3114191795653407"
SANISETTE,277  RUE DE VAUGIRARD,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3019590679802353, 48.83966605396286]], ""type"": ""MultiPoint""}","48.83966605396286, 2.3019590679802353"
SANISETTE,RUE DU THEATRE,PARIS 15EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.2879200801939024, 48.84903527985409]], ""type"": ""MultiPoint""}","48.84903527985409, 2.2879200801939024"
SANISETTE,face au 5 PLACE DU COMMERCE,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2921824678562155, 48.845378213876124]], ""type"": ""MultiPoint""}","48.845378213876124, 2.2921824678562155"
SANISETTE,face au 12 PLACE DES ETATS UNIS,PARIS 16EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2937401606996506, 48.86830253319041]], ""type"": ""MultiPoint""}","48.86830253319041, 2.2937401606996506"
SANISETTE,36  RUE DE LA CHARBONNIERE,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.352186422605581, 48.88410387025655]], ""type"": ""MultiPoint""}","48.88410387025655, 2.352186422605581"
SANISETTE,87  RUE DE LA CHAPELLE,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3589156460506624, 48.897631611808755]], ""type"": ""MultiPoint""}","48.897631611808755, 2.3589156460506624"
SANISETTE,23  RUE LAMBERT,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3451542761026034, 48.88906391479368]], ""type"": ""MultiPoint""}","48.88906391479368, 2.3451542761026034"
SANISETTE,face au 90 BOULEVARD DE LA CHAPELLE,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3534292671943113, 48.88407865331642]], ""type"": ""MultiPoint""}","48.88407865331642, 2.3534292671943113"
SANISETTE,face au 107 AVENUE JEAN JAURES,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.381014907216393, 48.88552389113012]], ""type"": ""MultiPoint""}","48.88552389113012, 2.381014907216393"
SANISETTE,7  RUE DE CAMBRAI,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3789629758483, 48.89549535195236]], ""type"": ""MultiPoint""}","48.89549535195236, 2.3789629758483"
SANISETTE,9  RUE COQUILLIERE,PARIS 1EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.342472298693307, 48.86354740097733]], ""type"": ""MultiPoint""}","48.86354740097733, 2.342472298693307"
SANISETTE,15  BOULEVARD SAINT DENIS,PARIS 2EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.353502085687271, 48.8694082989852]], ""type"": ""MultiPoint""}","48.8694082989852, 2.353502085687271"
SANISETTE,QUAI DE GESVRES,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3497964639685027, 48.856486160078234]], ""type"": ""MultiPoint""}","48.856486160078234, 2.3497964639685027"
SANISETTE,4  RUE JUSSIEU,PARIS 5EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.354872194164931, 48.84622521629628]], ""type"": ""MultiPoint""}","48.84622521629628, 2.354872194164931"
SANISETTE,2  PLACE JOFFRE,PARIS 7EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3050832108702153, 48.85430117614816]], ""type"": ""MultiPoint""}","48.85430117614816, 2.3050832108702153"
SANISETTE,face au 19 AVENUE DE FRIEDLAND,PARIS 8EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.302361992982469, 48.87461348501761]], ""type"": ""MultiPoint""}","48.87461348501761, 2.302361992982469"
SANISETTE,51  BOULEVARD DE ROCHECHOUART,PARIS 9EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3414329090125863, 48.88231615020775]], ""type"": ""MultiPoint""}","48.88231615020775, 2.3414329090125863"
SANISETTE,opposé au 13 BOULEVARD DE MENILMONTANT,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.389122267946435, 48.85923461154836]], ""type"": ""MultiPoint""}","48.85923461154836, 2.389122267946435"
SANISETTE,4  BOULEVARD DIDEROT,PARIS 12EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.369251752524061, 48.84528888185511]], ""type"": ""MultiPoint""}","48.84528888185511, 2.369251752524061"
SANISETTE,8  RUE DE LYON,PARIS 12EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.3717758914940714, 48.84745150202467]], ""type"": ""MultiPoint""}","48.84745150202467, 2.3717758914940714"
SANISETTE,79  BOULEVARD KELLERMANN,PARIS 13EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3477269320555543, 48.819969758397775]], ""type"": ""MultiPoint""}","48.819969758397775, 2.3477269320555543"
SANISETTE,4  RUE MARTIN BERNARD,PARIS 13EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.351328775975897, 48.826899102018096]], ""type"": ""MultiPoint""}","48.826899102018096, 2.351328775975897"
SANISETTE,3  RUE MAURICE NOGUES,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3053437560750227, 48.826231659312086]], ""type"": ""MultiPoint""}","48.826231659312086, 2.3053437560750227"
SANISETTE,face au 297 BOULEVARD RASPAIL,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3321187697714456, 48.83481048849863]], ""type"": ""MultiPoint""}","48.83481048849863, 2.3321187697714456"
TOILETTES,SQUARE BOUCICAUT,PARIS 7EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3256456465969055, 48.85111943873878]], ""type"": ""MultiPoint""}","48.85111943873878, 2.3256456465969055"
TOILETTES,SQUARE JULES VERNE,PARIS 11EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.375293808714896, 48.8700197118485]], ""type"": ""MultiPoint""}","48.8700197118485, 2.375293808714896"
SANISETTE,1  PLACE VIOLET,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.290479546332412, 48.84479730746865]], ""type"": ""MultiPoint""}","48.84479730746865, 2.290479546332412"
SANISETTE,38  RUE CAMBRONNE,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.301897943958092, 48.84552661355716]], ""type"": ""MultiPoint""}","48.84552661355716, 2.301897943958092"
SANISETTE,6  BOULEVARD DU MONTPARNASSE,PARIS 15EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.316945653588217, 48.84652137265822]], ""type"": ""MultiPoint""}","48.84652137265822, 2.316945653588217"
SANISETTE,170  AVENUE DE VERSAILLES,PARIS 16EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2630781408913503, 48.83985538119862]], ""type"": ""MultiPoint""}","48.83985538119862, 2.2630781408913503"
SANISETTE,2  SQUARE LAMARTINE,PARIS 16EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.2751581698302874, 48.86517142314814]], ""type"": ""MultiPoint""}","48.86517142314814, 2.2751581698302874"
SANISETTE,face au 40 RUE RENE BOULANGER,PARIS 10EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3608778365390273, 48.86831833444501]], ""type"": ""MultiPoint""}","48.86831833444501, 2.3608778365390273"
SANISETTE,3  AVENUE DE LA PORTE D AUBERVILLIERS,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.37012649908075, 48.89919884643889]], ""type"": ""MultiPoint""}","48.89919884643889, 2.37012649908075"
SANISETTE,68  QUAI DE LA LOIRE,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.377159137352083, 48.88659728582068]], ""type"": ""MultiPoint""}","48.88659728582068, 2.377159137352083"
SANISETTE,face au 5 AVENUE DE LAUMIERE,PARIS 19EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3814219870920073, 48.883028782559876]], ""type"": ""MultiPoint""}","48.883028782559876, 2.3814219870920073"
SANISETTE,face au 57 QUAI DE LA SEINE,PARIS 19EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.375836531761842, 48.88723511511238]], ""type"": ""MultiPoint""}","48.88723511511238, 2.375836531761842"
SANISETTE,101  RUE ALEXANDRE DUMAS,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4000815207771806, 48.855403987768895]], ""type"": ""MultiPoint""}","48.855403987768895, 2.4000815207771806"
SANISETTE,9  COURS DE VINCENNES,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.400031592781962, 48.84826364818257]], ""type"": ""MultiPoint""}","48.84826364818257, 2.400031592781962"
SANISETTE,6  PLACE DE LA PORTE DE BAGNOLET,PARIS 20EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.4089857792711213, 48.8641209736834]], ""type"": ""MultiPoint""}","48.8641209736834, 2.4089857792711213"
SANISETTE,73  RUE REAUMUR,PARIS 2EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.349571365122198, 48.86679354360573]], ""type"": ""MultiPoint""}","48.86679354360573, 2.349571365122198"
SANISETTE,91  RUE D ABOUKIR,PARIS 2EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3484500288367345, 48.868162188748165]], ""type"": ""MultiPoint""}","48.868162188748165, 2.3484500288367345"
SANISETTE,face au 34 RUE DU GRENIER SAINT LAZARE,PARIS 3EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3527177147335903, 48.863093610731895]], ""type"": ""MultiPoint""}","48.863093610731895, 2.3527177147335903"
SANISETTE,face au 73 BOULEVARD SAINT MICHEL,PARIS 6EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.340044296677462, 48.84612923935424]], ""type"": ""MultiPoint""}","48.84612923935424, 2.340044296677462"
SANISETTE,27  RUE DE LA ROQUETTE,PARIS 11EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.372855378710628, 48.85488819201664]], ""type"": ""MultiPoint""}","48.85488819201664, 2.372855378710628"
SANISETTE,26  PLACE JEANNE D ARC,PARIS 13EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.368968163478494, 48.82977995028856]], ""type"": ""MultiPoint""}","48.82977995028856, 2.368968163478494"
SANISETTE,44  BOULEVARD VINCENT AURIOL,PARIS 13EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3687826072974003, 48.83523926554273]], ""type"": ""MultiPoint""}","48.83523926554273, 2.3687826072974003"
SANISETTE,opposé au 3 RUE DE L ABBE SOULANGE BODIN,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.317797978892886, 48.83548610047364]], ""type"": ""MultiPoint""}","48.83548610047364, 2.317797978892886"
SANISETTE,23  RUE DU DEPART,PARIS 14EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3231649832199217, 48.842175711413695]], ""type"": ""MultiPoint""}","48.842175711413695, 2.3231649832199217"
SANISETTE,AVENUE DU MAINE,PARIS 14EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3253096554421893, 48.8322602186313]], ""type"": ""MultiPoint""}","48.8322602186313, 2.3253096554421893"
TOILETTES,PARC CLICHY-BATIGNOLLES - MARTIN LUTHER KING,PARIS 17EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.315372553156889, 48.8891700199823]], ""type"": ""MultiPoint""}","48.8891700199823, 2.315372553156889"
TOILETTES,SQUARE LOUIS MAJORELLE,PARIS 11EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3809239992368436, 48.851992478470365]], ""type"": ""MultiPoint""}","48.851992478470365, 2.3809239992368436"
TOILETTES,SQUARE TROUSSEAU,PARIS 12EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.376966217600214, 48.850021923997524]], ""type"": ""MultiPoint""}","48.850021923997524, 2.376966217600214"
TOILETTES,SQUARE DE LA RUE CHARLES HERMITE,PARIS 18EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.366573420983327, 48.89989643206477]], ""type"": ""MultiPoint""}","48.89989643206477, 2.366573420983327"
TOILETTES,SQUARE SUZANNE BUISSON,PARIS 18EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.3371101598781707, 48.88837160642731]], ""type"": ""MultiPoint""}","48.88837160642731, 2.3371101598781707"
TOILETTES,SQUARE DE LA RUE RENE BINET,PARIS 18EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.338233272643201, 48.899535276543716]], ""type"": ""MultiPoint""}","48.899535276543716, 2.338233272643201"
SANISETTE,26  PLACE ETIENNE PERNET,PARIS 15EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.292137239974725, 48.84258937721878]], ""type"": ""MultiPoint""}","48.84258937721878, 2.292137239974725"
SANISETTE,86  RUE DE LA FEDERATION,PARIS 15EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.2979882855396383, 48.852846355609785]], ""type"": ""MultiPoint""}","48.852846355609785, 2.2979882855396383"
SANISETTE,2  RUE MONTCALM,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3352214793880184, 48.89178882470804]], ""type"": ""MultiPoint""}","48.89178882470804, 2.3352214793880184"
SANISETTE,face au 51 PLACE ALBERT KAHN,PARIS 18EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3460006044594914, 48.89577473460747]], ""type"": ""MultiPoint""}","48.89577473460747, 2.3460006044594914"
SANISETTE,74  BOULEVARD DE CLICHY,PARIS 18EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.333530253543103, 48.883534882615095]], ""type"": ""MultiPoint""}","48.883534882615095, 2.333530253543103"
SANISETTE,12  AVENUE DU PROFESSEUR ANDRE LEMIERE,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4152339125855655, 48.8553275636696]], ""type"": ""MultiPoint""}","48.8553275636696, 2.4152339125855655"
SANISETTE,39  PLACE DES DEUX ECUS,PARIS 1EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.341836175822284, 48.86315668164921]], ""type"": ""MultiPoint""}","48.86315668164921, 2.341836175822284"
SANISETTE,6  QUAI DE GESVRES,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3497964639685027, 48.856486160078234]], ""type"": ""MultiPoint""}","48.856486160078234, 2.3497964639685027"
SANISETTE,face au 50 RUE DE RIVOLI,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.354183092290324, 48.856789424518865]], ""type"": ""MultiPoint""}","48.856789424518865, 2.354183092290324"
SANISETTE,AVENUE FRANKLIN D ROOSEVELT,PARIS 8EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.310160918160138, 48.87014131314518]], ""type"": ""MultiPoint""}","48.87014131314518, 2.310160918160138"
SANISETTE,51  BOULEVARD DE COURCELLES,PARIS 8EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.30402816457678, 48.87922719858734]], ""type"": ""MultiPoint""}","48.87922719858734, 2.30402816457678"
SANISETTE,face au 1 BOULEVARD DE LA VILLETTE,PARIS 10EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3766279527566168, 48.872279619431396]], ""type"": ""MultiPoint""}","48.872279619431396, 2.3766279527566168"
SANISETTE,PLACE DE LA BASTILLE,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3700726344396275, 48.853310609808]], ""type"": ""MultiPoint""}","48.853310609808, 2.3700726344396275"
SANISETTE,face au 28 RUE DU GENERAL GUILHEM,PARIS 11EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.379051392752782, 48.86230061990073]], ""type"": ""MultiPoint""}","48.86230061990073, 2.379051392752782"
SANISETTE,135  AVENUE PARMENTIER,PARIS 11EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3711605332637755, 48.86968423943511]], ""type"": ""MultiPoint""}","48.86968423943511, 2.3711605332637755"
