TYPE,ADRESSE,ARRONDISSEMENT,HORAIRE,geo_shape,geo
TOILETTES,SQUARE LOUIS XIII,PARIS 4EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.365276627759591, 48.85522108096124]], ""type"": ""MultiPoint""}","48.85522108096124, 2.365276627759591"
LAVATORY,1 rue Lamarck,PARIS 18EME ARRONDISSEMENT,,"{""coordinates"": [[2.3438632119121188, 48.88626726174863]], ""type"": ""MultiPoint""}","48.88626726174863, 2.3438632119121188"
LAVATORY,Place de l'Etoile,PARIS 8EME ARRONDISSEMENT,,"{""coordinates"": [[2.296062832904191, 48.8730821071864]], ""type"": ""MultiPoint""}","48.8730821071864, 2.296062832904191"
SANISETTE,25  AVENUE DE LOWENDAL,PARIS 15EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3035640343865773, 48.84918470841581]], ""type"": ""MultiPoint""}","48.84918470841581, 2.3035640343865773"
SANISETTE,35 RUE D'ALSACE,PARIS 10EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3585432997295994, 48.8786704988266]], ""type"": ""MultiPoint""}","48.8786704988266, 2.3585432997295994"
SANISETTE,PLACE DE L ADJUDANT VINCENOT,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4093589960588813, 48.87069081129332]], ""type"": ""MultiPoint""}","48.87069081129332, 2.4093589960588813"
SANISETTE,1  RUE PAGANINI,PARIS 20EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.4113033441834886, 48.85142475093344]], ""type"": ""MultiPoint""}","48.85142475093344, 2.4113033441834886"
SANISETTE,Jardin DES HALLES ALLEE BLAISE CENDRARS SUD OUEST,PARIS 1EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.344254327997257, 48.86222166635748]], ""type"": ""MultiPoint""}","48.86222166635748, 2.344254327997257"
SANISETTE,90  BOULEVARD DE SEBASTOPOL,PARIS 3EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3525443661897643, 48.86601791753036]], ""type"": ""MultiPoint""}","48.86601791753036, 2.3525443661897643"
SANISETTE,14  RUE SAINT MARTIN,PARIS 4EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3497975940056186, 48.8582009673634]], ""type"": ""MultiPoint""}","48.8582009673634, 2.3497975940056186"
SANISETTE,RUE DE L AVE MARIA,PARIS 4EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.35958280455361, 48.8532105513978]], ""type"": ""MultiPoint""}","48.8532105513978, 2.35958280455361"
SANISETTE,face au 75 bis RUE MONGE,PARIS 5EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3520729839787102, 48.84312297015194]], ""type"": ""MultiPoint""}","48.84312297015194, 2.3520729839787102"
SANISETTE,9  AVENUE DES GOBELINS,PARIS 5EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.3511865079039125, 48.83795209152189]], ""type"": ""MultiPoint""}","48.83795209152189, 2.3511865079039125"
SANISETTE,face au 139 BOULEVARD SAINT MICHEL,PARIS 6EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.337484628388965, 48.84175443253956]], ""type"": ""MultiPoint""}","48.84175443253956, 2.337484628388965"
SANISETTE,41  PLACE DE FINLANDE,PARIS 7EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3108086227207623, 48.86247699359681]], ""type"": ""MultiPoint""}","48.86247699359681, 2.3108086227207623"
SANISETTE,PLACE VAUBAN,PARIS 7EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.311319652738003, 48.85362504053927]], ""type"": ""MultiPoint""}","48.85362504053927, 2.311319652738003"
SANISETTE,face au 81 QUAI DE VALMY,PARIS 10EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.3640739177876027, 48.872581186246975]], ""type"": ""MultiPoint""}","48.872581186246975, 2.3640739177876027"
SANISETTE,135  RUE DE LA ROQUETTE,PARIS 11EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.3839455513954175, 48.85869214568334]], ""type"": ""MultiPoint""}","48.85869214568334, 2.3839455513954175"
SANISETTE,8  PLACE LEON BLUM,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.380242666953581, 48.858313178936015]], ""type"": ""MultiPoint""}","48.858313178936015, 2.380242666953581"
SANISETTE,1129  BOULEVARD JULES FERRY,PARIS 11EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.368575496201812, 48.86729232571321]], ""type"": ""MultiPoint""}","48.86729232571321, 2.368575496201812"
SANISETTE,88  RUE DE LYON,PARIS 12EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3702859575639397, 48.85084677653922]], ""type"": ""MultiPoint""}","48.85084677653922, 2.3702859575639397"
SANISETTE,face au 159 AVENUE DE CHOISY,PARIS 13EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3584532011028303, 48.828198365793185]], ""type"": ""MultiPoint""}","48.828198365793185, 2.3584532011028303"
SANISETTE,face au 97 RUE DU CHEVALERET,PARIS 13EME ARRONDISSEMENT,24 h / 24,"{""coordinates"": [[2.375200718397584, 48.83032574552438]], ""type"": ""MultiPoint""}","48.83032574552438, 2.375200718397584"
SANISETTE,BOULEVARD DE L HOPITAL,PARIS 13EME ARRONDISSEMENT,6 h - 1 h,"{""coordinates"": [[2.361754666816277, 48.83963427904554]], ""type"": ""MultiPoint""}","48.83963427904554, 2.361754666816277"
SANISETTE,opposé au 17 BOULEVARD AUGUSTE BLANQUI,PARIS 13EME ARRONDISSEMENT,6 h - 22 h,"{""coordinates"": [[2.3533725291966148, 48.830626246437575]], ""type"": ""MultiPoint""}","48.830626246437575, 2.3533725291966148"
TOILETTES,JARDIN DE LA RUE GINETTE NEVEU,PARIS 18EME ARRONDISSEMENT,Voir fiche équipement,"{""coordinates"": [[2.345035095053087, 48.90001689804021]], ""type"": ""MultiPoint""}","48.90001689804021, 2.345035095053087"
