Type Objet,Commune,geo_shape,geo,Adresse
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.396876091394995, 48.86329073998445], ""type"": ""Point""}","48.86329073998445, 2.396876091394995",AVENUE DES COMBATTANTS ETRANGERS MORTS POUR LA France
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.398110649364787, 48.85881448193809], ""type"": ""Point""}","48.85881448193809, 2.398110649364787",AVENUE CIRCULAIRE
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.2734557990878352, 48.84186789248631], ""type"": ""Point""}","48.84186789248631, 2.2734557990878352",QUAI ANDRE CITROEN
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.363645135756635, 48.889816125528554], ""type"": ""Point""}","48.889816125528554, 2.363645135756635",RUE RIQUET
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.344865285518966, 48.88621990171656], ""type"": ""Point""}","48.88621990171656, 2.344865285518966",RUE PAUL ALBERT
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.344170842190131, 48.88609027770322], ""type"": ""Point""}","48.88609027770322, 2.344170842190131",2  RUE LAMARCK
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2706056741829044, 48.86698223368894], ""type"": ""Point""}","48.86698223368894, 2.2706056741829044",AVENUE CHANTEMESSE
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3837753927118244, 48.87155690370334], ""type"": ""Point""}","48.87155690370334, 2.3837753927118244",VILLA OTTOZ
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.308260850622909, 48.88970613442963], ""type"": ""Point""}","48.88970613442963, 2.308260850622909",SQUARE PAUL PARAY
FONTAINE_BOIS,PARIS 6EME ARRONDISSEMENT,"{""coordinates"": [2.3221665383120267, 48.84772594966346], ""type"": ""Point""}","48.84772594966346, 2.3221665383120267",90  RUE DU CHERCHE MIDI
FONTNE_WALLACE,PARIS 3EME ARRONDISSEMENT,"{""coordinates"": [2.3631577968055426, 48.864852974413346], ""type"": ""Point""}","48.864852974413346, 2.3631577968055426",6F  RUE DE LA CORDERIE
FONTNE_WALLACE,PARIS 9EME ARRONDISSEMENT,"{""coordinates"": [2.33725119367375, 48.87951856641749], ""type"": ""Point""}","48.87951856641749, 2.33725119367375",4F  PLACE GUSTAVE TOUDOUZE
FONTNE_WALLACE,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.3023397722060945, 48.83583215898379], ""type"": ""Point""}","48.83583215898379, 2.3023397722060945",133 RUE DE L ABBE GROULT
FONTNE_WALLACE,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.3247746362650488, 48.88053574816992], ""type"": ""Point""}","48.88053574816992, 2.3247746362650488",8  PLACE DE DUBLIN
FONTNE_WALLACE,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.3026224692036723, 48.83201755836119], ""type"": ""Point""}","48.83201755836119, 2.3026224692036723",73F RUE BRANCION
FONTNE_WALLACE,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3794374044726903, 48.88473564961087], ""type"": ""Point""}","48.88473564961087, 2.3794374044726903",125F RUE DE MEAUX
FONTNE_WALLACE,PARIS 3EME ARRONDISSEMENT,"{""coordinates"": [2.362243904081851, 48.857551112602394], ""type"": ""Point""}","48.857551112602394, 2.362243904081851",23 RUE PAYENNE
FONTNE_WALLACE,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3352850929676943, 48.89799416106239], ""type"": ""Point""}","48.89799416106239, 2.3352850929676943",RUE JEAN VARENNE
FTNE_MILLENAIRE,PARIS 6EME ARRONDISSEMENT,"{""coordinates"": [2.3438518658763745, 48.85366004955323], ""type"": ""Point""}","48.85366004955323, 2.3438518658763745",2  PLACE SAINT MICHEL
FTNE_PETILLANTE,PARIS 9EME ARRONDISSEMENT,"{""coordinates"": [2.3449184976846293, 48.87785920015556], ""type"": ""Point""}","48.87785920015556, 2.3449184976846293",24  RUE MARGUERITE DE ROCHECHOUART
BORNE_FONTAINE,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.3520674152311063, 48.84453013136159], ""type"": ""Point""}","48.84453013136159, 2.3520674152311063",2  RUE ROLLIN
BORNE_FONTAINE,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.392169705295395, 48.86634440377929], ""type"": ""Point""}","48.86634440377929, 2.392169705295395",15  RUE SORBIER
FONTAINE_ALBIEN,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.361460200922399, 48.8925064003787], ""type"": ""Point""}","48.8925064003787, 2.361460200922399",RUE DE LA MADONE
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.3723214514265454, 48.86001167961789], ""type"": ""Point""}","48.86001167961789, 2.3723214514265454",62F  BOULEVARD RICHARD LENOIR
FONTAINE_BOIS,PARIS 7EME ARRONDISSEMENT,"{""coordinates"": [2.2994279889634015, 48.85374448109009], ""type"": ""Point""}","48.85374448109009, 2.2994279889634015",AVENUE CHARLES RISLER
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3381840626728536, 48.8892658806923], ""type"": ""Point""}","48.8892658806923, 2.3381840626728536",6F  PLACE C.PECQUEUR
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.4115021657505102, 48.87327553131978], ""type"": ""Point""}","48.87327553131978, 2.4115021657505102",5 RUE DE NOISY LE SEC
FONTAINE_BOIS,PARIS 3EME ARRONDISSEMENT,"{""coordinates"": [2.360198079368304, 48.864907086663905], ""type"": ""Point""}","48.864907086663905, 2.360198079368304",171F RUE DU TEMPLE
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.4111297781734167, 48.87056147658187], ""type"": ""Point""}","48.87056147658187, 2.4111297781734167",SQUARE EMMANUEL FLEURY
FONTAINE_BOIS,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.3530905080106104, 48.84447841475568], ""type"": ""Point""}","48.84447841475568, 2.3530905080106104",11F RUE DE NAVARRE
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.37054780601061, 48.88638350261451], ""type"": ""Point""}","48.88638350261451, 2.37054780601061",33 AVENUE DE FLANDRE
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.2981442276999067, 48.8891900912719], ""type"": ""Point""}","48.8891900912719, 2.2981442276999067",BOULEVARD DE REIMS
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2464157857925504, 48.87032199667131], ""type"": ""Point""}","48.87032199667131, 2.2464157857925504",PARC DE BAGATELLE
FONTAINE_BOIS,PARIS 7EME ARRONDISSEMENT,"{""coordinates"": [2.3136055271865916, 48.850243911151054], ""type"": ""Point""}","48.850243911151054, 2.3136055271865916",SQUARE DE L ABBE ESQUERRE
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.375094912714973, 48.826158774073676], ""type"": ""Point""}","48.826158774073676, 2.375094912714973",42  RUE DU DESSOUS DES BERGES
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.358030695183418, 48.830490553643074], ""type"": ""Point""}","48.830490553643074, 2.358030695183418",JARDIN DES 2 MOULINS
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3666624157851275, 48.88899063397801], ""type"": ""Point""}","48.88899063397801, 2.3666624157851275",78F  RUE D AUBERVILLIERS
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.397812036646904, 48.887939343897], ""type"": ""Point""}","48.887939343897, 2.397812036646904",6F  RUE DE LA MARSEILLAISE
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.343053248326783, 48.82569011180031], ""type"": ""Point""}","48.82569011180031, 2.343053248326783",RUE BOUSSINGAULT
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.254330494602101, 48.83746706458626], ""type"": ""Point""}","48.83746706458626, 2.254330494602101",AVENUE EDOUARD VAILLANT
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3258222886754623, 48.89001797620937], ""type"": ""Point""}","48.89001797620937, 2.3258222886754623",RUE DAUTANCOURT
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.3891503668315397, 48.83872104215366], ""type"": ""Point""}","48.83872104215366, 2.3891503668315397",SQUARE JEAN MORIN
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.387568639307307, 48.84458940071673], ""type"": ""Point""}","48.84458940071673, 2.387568639307307",10F  RUE DU COLONEL ROZANOFF
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.376773319818045, 48.85026676771179], ""type"": ""Point""}","48.85026676771179, 2.376773319818045",1F RUE ANTOINE VOLLON
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2686755162879617, 48.85854913288077], ""type"": ""Point""}","48.85854913288077, 2.2686755162879617",AVENUE DU RANELAGH
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.374899824119798, 48.870623020877304], ""type"": ""Point""}","48.870623020877304, 2.374899824119798",11 RUE JULES VERNE
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.387970710106479, 48.857437904745716], ""type"": ""Point""}","48.857437904745716, 2.387970710106479",25F RUE DE LA FOLIE REGNAULT
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.390324786110039, 48.85406190087951], ""type"": ""Point""}","48.85406190087951, 2.390324786110039",JARDIN EMILE GALLE
FONTAINE_BOIS,PARIS 4EME ARRONDISSEMENT,"{""coordinates"": [2.351600117089725, 48.852750069613805], ""type"": ""Point""}","48.852750069613805, 2.351600117089725",SQUARE JEAN XXIII
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.337588846940326, 48.888052030364115], ""type"": ""Point""}","48.888052030364115, 2.337588846940326",SQUARE SUZANNE BUISSON
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3560574877428855, 48.88517464365291], ""type"": ""Point""}","48.88517464365291, 2.3560574877428855",RUE DE JESSAINT
FONTAINE_BOIS,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.3174892007595322, 48.867362360796825], ""type"": ""Point""}","48.867362360796825, 2.3174892007595322",JARDIN DES CHAMPS ELYSEES
FONTAINE_BOIS,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.378563243336116, 48.86163935229644], ""type"": ""Point""}","48.86163935229644, 2.378563243336116",7F RUE DU GENERAL BLAISE
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.253875055988749, 48.852084745710904], ""type"": ""Point""}","48.852084745710904, 2.253875055988749",ROUTE SEINE A LA BUTTE MORTEMART
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2548208860739205, 48.85791503856368], ""type"": ""Point""}","48.85791503856368, 2.2548208860739205",AVENUE DE SAINT CLOUD
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.4005859199908417, 48.86167413347505], ""type"": ""Point""}","48.86167413347505, 2.4005859199908417",7F PASSAGE STENDHAL
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.299412301719906, 48.83095220640991], ""type"": ""Point""}","48.83095220640991, 2.299412301719906",4  PLACE JACQUES MARETTE
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.38987934845934, 48.885075114206444], ""type"": ""Point""}","48.885075114206444, 2.38987934845934",RUE GOUBET
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.318035214507011, 48.8977665632247], ""type"": ""Point""}","48.8977665632247, 2.318035214507011",AVENUE LATERALE
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.317284788513117, 48.89809764077708], ""type"": ""Point""}","48.89809764077708, 2.317284788513117",AVENUE DES PLANTATIONS
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3242776247645134, 48.83873694606608], ""type"": ""Point""}","48.83873694606608, 2.3242776247645134",AVENUE TRANSVERSALE
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.3047985910294844, 48.83568554517727], ""type"": ""Point""}","48.83568554517727, 2.3047985910294844",53F RUE D ALLERAY
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3439475516007633, 48.88479488390005], ""type"": ""Point""}","48.88479488390005, 2.3439475516007633",RUE RONSARD
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3748738669417144, 48.89564054378631], ""type"": ""Point""}","48.89564054378631, 2.3748738669417144",RUE CURIAL
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.401393646995812, 48.85733002345356], ""type"": ""Point""}","48.85733002345356, 2.401393646995812",PASSAGE FREQUEL
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.259157958431676, 48.85581033310322], ""type"": ""Point""}","48.85581033310322, 2.259157958431676",CARREFOUR DES CASCADES
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.276724058697018, 48.838624622744106], ""type"": ""Point""}","48.838624622744106, 2.276724058697018",PARC ANDRE CITROEN
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3791745289290285, 48.829013252067185], ""type"": ""Point""}","48.829013252067185, 2.3791745289290285",RUE DES GRANDS MOULINS
FONTAINE_BOIS,PARIS 1ER ARRONDISSEMENT,"{""coordinates"": [2.344480941677968, 48.862396266922126], ""type"": ""Point""}","48.862396266922126, 2.344480941677968",PLACE CARREE
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3179897311034514, 48.89698600369219], ""type"": ""Point""}","48.89698600369219, 2.3179897311034514",PASSAGE ROSE VALLAND
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3379026183467135, 48.899429311671206], ""type"": ""Point""}","48.899429311671206, 2.3379026183467135",RUE RENE BINET
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3625689243220065, 48.896873269564175], ""type"": ""Point""}","48.896873269564175, 2.3625689243220065",RUE DU PRE
FONTNE_WALLACE,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.404613669993915, 48.83995441607181], ""type"": ""Point""}","48.83995441607181, 2.404613669993915",46F  RUE DE LA VEGA
FONTNE_WALLACE,PARIS 3EME ARRONDISSEMENT,"{""coordinates"": [2.358576812400795, 48.867499883541456], ""type"": ""Point""}","48.867499883541456, 2.358576812400795",2  RUE NOTRE DAME DE NAZARETH
FONTNE_WALLACE,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.382929911666761, 48.86718743750126], ""type"": ""Point""}","48.86718743750126, 2.382929911666761",4F  BOULEVARD DE BELLEVILLE
FONTAINE_ARCEAU,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3373637707129236, 48.900042050975195], ""type"": ""Point""}","48.900042050975195, 2.3373637707129236",PLACE FRANCOISE DORLEAC
FONTAINE_ARCEAU,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.394950933604463, 48.840063263659], ""type"": ""Point""}","48.840063263659, 2.394950933604463",PLACE FELIX EBOUE
FONTAINE_ARCEAU,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.28162722217373, 48.84914286887212], ""type"": ""Point""}","48.84914286887212, 2.28162722217373",PLACE FERNAND FOREST
FONTAINE_ARCEAU,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3676210498637213, 48.84193570086969], ""type"": ""Point""}","48.84193570086969, 2.3676210498637213",71 QUAI D AUSTERLITZ
FONTAINE_ARCEAU,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.295699696173643, 48.84695985778524], ""type"": ""Point""}","48.84695985778524, 2.295699696173643",154  AVENUE EMILE ZOLA
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.423742204885245, 48.82944657582639], ""type"": ""Point""}","48.82944657582639, 2.423742204885245",AVENUE DES TRIBUNES
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3520281762137394, 48.82793683093271], ""type"": ""Point""}","48.82793683093271, 2.3520281762137394",PLACE PAUL VERLAINE
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.2826365419100996, 48.88330912212006], ""type"": ""Point""}","48.88330912212006, 2.2826365419100996",SQUARE CDL PETIT DE JULLEVILLE
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.4111571391749154, 48.84078956872964], ""type"": ""Point""}","48.84078956872964, 2.4111571391749154",AVENUE EMILE LAURENT
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.307890283573299, 48.82859588541924], ""type"": ""Point""}","48.82859588541924, 2.307890283573299",RUE DES ARBUSTES
FONTAINE_BOIS,PARIS 7EME ARRONDISSEMENT,"{""coordinates"": [2.3005007203573546, 48.85375845288807], ""type"": ""Point""}","48.85375845288807, 2.3005007203573546",AVENUE CHARLES RISLER
FONTAINE_BOIS,PARIS 10EME ARRONDISSEMENT,"{""coordinates"": [2.362445974855984, 48.875366130635584], ""type"": ""Point""}","48.875366130635584, 2.362445974855984",8  RUE DES RECOLLETS
FONTAINE_BOIS,PARIS 7EME ARRONDISSEMENT,"{""coordinates"": [2.314611882285328, 48.85764995237583], ""type"": ""Point""}","48.85764995237583, 2.314611882285328",SQUARE D AJACCIO
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.298180152858909, 48.82955795588387], ""type"": ""Point""}","48.82955795588387, 2.298180152858909",119 BOULEVARD LEFEBVRE
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.270378124561852, 48.86976507164728], ""type"": ""Point""}","48.86976507164728, 2.270378124561852",ROUTE DE SURESNES
FONTAINE_BOIS,PARIS 10EME ARRONDISSEMENT,"{""coordinates"": [2.3658754986552015, 48.87799999302675], ""type"": ""Point""}","48.87799999302675, 2.3658754986552015",155F QUAI DE VALMY
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.356806312547353, 48.82103651778016], ""type"": ""Point""}","48.82103651778016, 2.356806312547353",RUE DU MOULIN DE LA POINTE
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.254911786792602, 48.83692975594395], ""type"": ""Point""}","48.83692975594395, 2.254911786792602",AVENUE EDOUARD VAILLANT
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3879704411850367, 48.87072505233009], ""type"": ""Point""}","48.87072505233009, 2.3879704411850367",98F  RUE DES COURONNES
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3922623912621863, 48.86393168187934], ""type"": ""Point""}","48.86393168187934, 2.3922623912621863",JARDIN SAMUEL DE CHAMPLAIN
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2489726266563554, 48.870672353752724], ""type"": ""Point""}","48.870672353752724, 2.2489726266563554",PARC DE BAGATELLE
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.3871113242489206, 48.841961911456536], ""type"": ""Point""}","48.841961911456536, 2.3871113242489206",153 AVENUE DAUMESNIL
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.3467267120054367, 48.893356863911265], ""type"": ""Point""}","48.893356863911265, 2.3467267120054367",SQUARE M KRIEGEL VALRIMONT
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.3401191676868565, 48.82260511555403], ""type"": ""Point""}","48.82260511555403, 2.3401191676868565",FACE 25 RUE GAZAN
FONTAINE_BOIS,PARIS 14EME ARRONDISSEMENT,"{""coordinates"": [2.330831323294209, 48.8347057262065], ""type"": ""Point""}","48.8347057262065, 2.330831323294209",SQUARE GEORGES LAMARQUE
FONTAINE_BOIS,PARIS 8EME ARRONDISSEMENT,"{""coordinates"": [2.307495586811913, 48.878361285389325], ""type"": ""Point""}","48.878361285389325, 2.307495586811913",PARC MONCEAU
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3937718283519933, 48.87870173720641], ""type"": ""Point""}","48.87870173720641, 2.3937718283519933",60  RUE COMPANS
FONTAINE_BOIS,PARIS 1ER ARRONDISSEMENT,"{""coordinates"": [2.3406289937247005, 48.85735781351743], ""type"": ""Point""}","48.85735781351743, 2.3406289937247005",SQUARE DU VERT GALANT
FONTAINE_BOIS,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.3013793952715322, 48.83181817368276], ""type"": ""Point""}","48.83181817368276, 2.3013793952715322",4  PLACE JACQUES MARETTE
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.286359320511189, 48.862234780200616], ""type"": ""Point""}","48.862234780200616, 2.286359320511189",AVENUE PAUL DOUMER
FONTAINE_BOIS,PARIS 17EME ARRONDISSEMENT,"{""coordinates"": [2.3170781509724487, 48.89730637495541], ""type"": ""Point""}","48.89730637495541, 2.3170781509724487",RUE PIERRE REBIERE
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.2586844912887853, 48.85540996403294], ""type"": ""Point""}","48.85540996403294, 2.2586844912887853",CHEMIN CEINTURE LAC SUPERIEUR
FONTAINE_BOIS,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.383788202540543, 48.88177784607988], ""type"": ""Point""}","48.88177784607988, 2.383788202540543",AVENUE LA GROTTE
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.3759204628282204, 48.847266546251504], ""type"": ""Point""}","48.847266546251504, 2.3759204628282204",AVENUE DAUMESNIL
FONTNE_WALLACE,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.34145103597858, 48.88600757495096], ""type"": ""Point""}","48.88600757495096, 2.34145103597858",1 RUE SAINT ELEUTHERE
FONTNE_WALLACE,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.35731932620351, 48.83797648349898], ""type"": ""Point""}","48.83797648349898, 2.35731932620351",178F  RUE JEANNE D ARC
FONTNE_WALLACE,PARIS 15EME ARRONDISSEMENT,"{""coordinates"": [2.3109601021060864, 48.84499221906315], ""type"": ""Point""}","48.84499221906315, 2.3109601021060864",2F  BOULEVARD PASTEUR
FONTNE_WALLACE,PARIS 7EME ARRONDISSEMENT,"{""coordinates"": [2.3023720545817836, 48.86261165731943], ""type"": ""Point""}","48.86261165731943, 2.3023720545817836",F 93  QUAI D ORSAY
FTNE_PETILLANTE,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.387733981673844, 48.841641598366195], ""type"": ""Point""}","48.841641598366195, 2.387733981673844",153 AVENUE DAUMESNIL
BORNE_FONTAINE,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3728729184298025, 48.83840070988659], ""type"": ""Point""}","48.83840070988659, 2.3728729184298025",13F QUAI D AUSTERLITZ
FONTAINE_2EN1,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.3778632916031888, 48.84584370871568], ""type"": ""Point""}","48.84584370871568, 2.3778632916031888",1  RUE GUILLAUMOT
FONTAINE_ARCEAU,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3746599376339157, 48.83112962167844], ""type"": ""Point""}","48.83112962167844, 2.3746599376339157",131 AVENUE DE FRANCE
FONTAINE_ARCEAU,PARIS 6EME ARRONDISSEMENT,"{""coordinates"": [2.3322367926296317, 48.84514858092973], ""type"": ""Point""}","48.84514858092973, 2.3322367926296317",74 Face  RUE D ASSAS
FONTAINE_ARCEAU,PARIS 19EME ARRONDISSEMENT,"{""coordinates"": [2.3891107646546104, 48.88669015104042], ""type"": ""Point""}","48.88669015104042, 2.3891107646546104",12  RUE GEORGES THILL
FONTAINE_ARCEAU,PARIS 11EME ARRONDISSEMENT,"{""coordinates"": [2.3964737563638745, 48.84928893015025], ""type"": ""Point""}","48.84928893015025, 2.3964737563638745",11F PLACE DE LA NATION
FONTAINE_BOIS,PARIS 7EME ARRONDISSEMENT,"{""coordinates"": [2.297701286551988, 48.855141159278304], ""type"": ""Point""}","48.855141159278304, 2.297701286551988",ALLEE THOMY THIERRY
FONTAINE_BOIS,PARIS 18EME ARRONDISSEMENT,"{""coordinates"": [2.363297564927481, 48.89370068311658], ""type"": ""Point""}","48.89370068311658, 2.363297564927481",SQUARE PIERRE ROBIN
FONTAINE_BOIS,PARIS 9EME ARRONDISSEMENT,"{""coordinates"": [2.344252257880774, 48.882580144777506], ""type"": ""Point""}","48.882580144777506, 2.344252257880774",BOULEVARD MARGUERITE DE ROCHECHOUART
FONTAINE_BOIS,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.3442768876529168, 48.85018689853882], ""type"": ""Point""}","48.85018689853882, 2.3442768876529168",2F  PLACE PAUL PAINLEVE
FONTAINE_BOIS,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.3501619934742224, 48.85055655720966], ""type"": ""Point""}","48.85055655720966, 2.3501619934742224",19F RUE DE BIEVRE
FONTAINE_BOIS,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.347930982626103, 48.85228013441672], ""type"": ""Point""}","48.85228013441672, 2.347930982626103",SQUARE VIVIANI
FONTAINE_BOIS,PARIS 5EME ARRONDISSEMENT,"{""coordinates"": [2.353987727790386, 48.842238780944875], ""type"": ""Point""}","48.842238780944875, 2.353987727790386",3F PLACE DU PUITS DE L ERMITE
FONTAINE_BOIS,PARIS 12EME ARRONDISSEMENT,"{""coordinates"": [2.3821445170894493, 48.83615224061477], ""type"": ""Point""}","48.83615224061477, 2.3821445170894493",PARC DE BERCY
FONTAINE_BOIS,PARIS 13EME ARRONDISSEMENT,"{""coordinates"": [2.3603330118120285, 48.81867701721717], ""type"": ""Point""}","48.81867701721717, 2.3603330118120285",SQUARE HELENE BOUCHER
FONTAINE_BOIS,PARIS 10EME ARRONDISSEMENT,"{""coordinates"": [2.3619304353700974, 48.87551237301164], ""type"": ""Point""}","48.87551237301164, 2.3619304353700974",8  RUE DES RECOLLETS
FONTAINE_BOIS,PARIS 10EME ARRONDISSEMENT,"{""coordinates"": [2.3636880847020634, 48.87365613377991], ""type"": ""Point""}","48.87365613377991, 2.3636880847020634",106F  QUAI DE JEMMAPES
FONTAINE_BOIS,PARIS 20EME ARRONDISSEMENT,"{""coordinates"": [2.3842676651229344, 48.87087945325192], ""type"": ""Point""}","48.87087945325192, 2.3842676651229344",PARC DE BELLEVILLE
FONTAINE_BOIS,PARIS 16EME ARRONDISSEMENT,"{""coordinates"": [2.255352026543305, 48.836432135359345], ""type"": ""Point""}","48.836432135359345, 2.255352026543305",AVENUE EDOUARD VAILLANT
