route_id;route_long_name;stop_id;stop_name;stop_lon;stop_lat;OperatorName;Pointgeo;Nom_commune
IDFM:C01114;82;IDFM:25773;Général Détrie;2.2976309450204044;48.85333092077705;RATP;48.85333092077705,2.2976309450204044;Paris
IDFM:C01114;82;IDFM:9108;Lübeck;2.2920345722787;48.866005819183385;RATP;48.866005819183385,2.2920345722787;Paris
IDFM:C01114;82;IDFM:25776;Champ de Mars;2.29133637015314;48.85720601410517;RATP;48.85720601410517,2.29133637015314;Paris
IDFM:C01114;82;IDFM:27049;Champ de Mars - Suffren;2.2957363782148668;48.85435404736712;RATP;48.85435404736712,2.2957363782148668;Paris
IDFM:C01114;82;IDFM:36742;Oudinot;2.31517375100946;48.8489627966088;RATP;48.848962796608795,2.31517375100946;Paris
IDFM:C01114;82;IDFM:26786;Duroc;2.3162330710214363;48.84716113870455;RATP;48.84716113870455,2.3162330710214363;Paris
IDFM:C01114;82;IDFM:39765;Observatoire - Port Royal;2.336967392856293;48.840118914059616;RATP;48.840118914059616,2.336967392856293;Paris
IDFM:C01115;83;IDFM:28426;Sèvres - Babylone;2.3264428311397967;48.8521835172342;RATP;48.8521835172342,2.3264428311397967;Paris
IDFM:C01115;83;IDFM:27125;Fleurus;2.3298294007733444;48.847417944741096;RATP;48.847417944741096,2.3298294007733444;Paris
IDFM:C01115;83;IDFM:22960;Port Royal - Berthollet;2.345368494165723;48.83730519941147;RATP;48.83730519941147,2.345368494165723;Paris
IDFM:C01115;83;IDFM:25329;Institut Dentaire;2.3596989190163358;48.82972913779235;RATP;48.82972913779235,2.3596989190163353;Paris
IDFM:C01115;83;IDFM:37714;Olympiades;2.366992317018834;48.82703387034927;RATP;48.82703387034927,2.366992317018834;Paris
IDFM:C01115;83;IDFM:36170;Porte d'Ivry;2.370073011436132;48.82121318903496;RATP;48.821213189034964,2.3700730114361317;Paris
IDFM:C01115;83;IDFM:36169;Porte d'Ivry;2.369744085924675;48.82138233762882;RATP;48.82138233762882,2.369744085924675;Paris
IDFM:C01115;83;IDFM:23624;Regnault;2.3686193672888574;48.82315717132848;RATP;48.82315717132848,2.3686193672888574;Paris
IDFM:C01115;83;IDFM:27127;Observatoire - Assas;2.3359164954639184;48.841327228075976;RATP;48.841327228075976,2.3359164954639184;Paris
IDFM:C01115;83;IDFM:23621;Michelet;2.33441180000118;48.84285677890351;RATP;48.84285677890351,2.33441180000118;Paris
IDFM:C01115;83;IDFM:27128;Rennes - d'Assas;2.3285786168937723;48.849308581603246;RATP;48.849308581603246,2.3285786168937723;Paris
IDFM:C01115;83;IDFM:29816;Lille - Université;2.321332254722325;48.8605546081936;RATP;48.8605546081936,2.321332254722325;Paris
IDFM:C01115;83;IDFM:463957;Invalides;2.314958854054125;48.86220008036528;RATP;48.862200080365284,2.314958854054125;Paris
IDFM:C01095;58;IDFM:28691;Musée du Luxembourg;2.332421707204237;48.84823286818464;RATP;48.84823286818464,2.3324217072042375;Paris
