Geo Point;Geo Shape;nom_long;res_com;indice_lig;mode;tertrain;terrer;termetro;tertram;terval;exploitant;picto ligne;latitude;longitude
48.92391862656037,2.2593457030521504;"{""coordinates"": [2.25934570305215, 48.92391862656037], ""type"": ""Point""}";Colombes;TRAIN J;J;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;48.92391862656037;2.2593457030521504
48.667901961049886,2.5475480458143664;"{""coordinates"": [2.547548045814366, 48.667901961049886], ""type"": ""Point""}";Combs-la-Ville - Quincy;RER D;D;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;48.667901961049886;2.5475480458143664
48.99139140287416,2.6650598693073007;"{""coordinates"": [2.665059869307301, 48.99139140287416], ""type"": ""Point""}";Compans;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/cf0e0e961ab19271dd0a5e79cece251d;48.99139140287416;2.6650598693073007
48.81522993471633,2.340891132444595;"{""coordinates"": [2.340891132444595, 48.81522993471633], ""type"": ""Point""}";Gentilly;RER B;B;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;48.81522993471633;2.340891132444595
48.74645232070457,2.7272293714297664;"{""coordinates"": [2.727229371429766, 48.74645232070457], ""type"": ""Point""}";Gretz-Armainvilliers;RER E;E;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;48.74645232070457;2.7272293714297664
48.79602536780064,1.602701692990599;"{""coordinates"": [1.602701692990599, 48.79602536780064], ""type"": ""Point""}";Houdan;TRAIN N;N;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;48.79602536780064;1.602701692990599
48.980245906681034,2.2691322741328266;"{""coordinates"": [2.269132274132827, 48.980245906681034], ""type"": ""Point""}";Ermont-Eaubonne;TRAIN J;J;TRAIN;TRAIN J;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;48.98024590668104;2.2691322741328266
48.90307291510794,2.810248220730061;"{""coordinates"": [2.810248220730061, 48.90307291510794], ""type"": ""Point""}";Esbly;TRAIN P;P;TRAIN;TRAIN P;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;48.90307291510794;2.810248220730061
48.4369239376403,2.1595305875651545;"{""coordinates"": [2.159530587565154, 48.4369239376403], ""type"": ""Point""}";Étampes;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.4369239376403;2.1595305875651545
48.998415393201626,3.007953055749719;"{""coordinates"": [3.007953055749719, 48.998415393201626], ""type"": ""Point""}";Isles-Armentières-Congis;TRAIN P;P;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;48.998415393201626;3.007953055749719
48.97929224854445,1.7839734077298488;"{""coordinates"": [1.783973407729849, 48.97929224854445], ""type"": ""Point""}";Issou-Porcheville;TRAIN J;J;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;48.97929224854445;1.7839734077298488
48.7259970920586,2.2583229936112414;"{""coordinates"": [2.258322993611241, 48.7259970920586], ""type"": ""Point""}";Massy-Palaiseau;RER C;C;RER;0;RER C;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.7259970920586;2.258322993611241
49.07769904281829,2.2054467255247348;"{""coordinates"": [2.205446725524735, 49.07769904281829], ""type"": ""Point""}";Mériel;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;49.07769904281829;2.2054467255247348
48.8026019809067,1.816466794198607;"{""coordinates"": [1.816466794198607, 48.8026019809067], ""type"": ""Point""}";Montfort-L'Amaury-Méré;TRAIN N;N;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;48.8026019809067;1.816466794198607
48.695264122108014,2.151642038623571;"{""coordinates"": [2.151642038623571, 48.695264122108014], ""type"": ""Point""}";La Hacquinière;RER B;B;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;48.695264122108014;2.151642038623571
48.6930965912168,1.8565920652871295;"{""coordinates"": [1.85659206528713, 48.6930965912168], ""type"": ""Point""}";Le Perray;TRAIN N;N;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;48.6930965912168;1.8565920652871293
48.78846667355173,2.432243533360699;"{""coordinates"": [2.432243533360699, 48.78846667355173], ""type"": ""Point""}";Le Vert-de-Maisons;RER D;D;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;48.78846667355173;2.432243533360699
48.89008623555386,2.134600875228717;"{""coordinates"": [2.134600875228717, 48.89008623555386], ""type"": ""Point""}";Le Vésinet-Centre;RER A;A;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;48.89008623555386;2.134600875228717
48.78222618353015,2.4095902349857026;"{""coordinates"": [2.409590234985703, 48.78222618353015], ""type"": ""Point""}";Les Ardoines;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.78222618353015;2.4095902349857026
48.9925919547515,1.9135305080946599;"{""coordinates"": [1.91353050809466, 48.9925919547515], ""type"": ""Point""}";Les Mureaux;TRAIN J;J;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/eb304b4c7df86e2202acf8e0ac539751;48.9925919547515;1.91353050809466
49.03318276903128,2.478033365115082;"{""coordinates"": [2.478033365115082, 49.03318276903128], ""type"": ""Point""}";Les Noues;RER D;D;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;49.03318276903128;2.478033365115082
48.86121452860314,2.123191095956036;"{""coordinates"": [2.123191095956036, 48.86121452860314], ""type"": ""Point""}";Louveciennes;TRAIN L;L;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;48.86121452860314;2.123191095956036
48.70596898482229,2.212262378017493;"{""coordinates"": [2.212262378017493, 48.70596898482229], ""type"": ""Point""}";Lozère;RER B;B;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;48.70596898482229;2.212262378017493
49.11713213147005,2.4201070328017233;"{""coordinates"": [2.420107032801723, 49.11713213147005], ""type"": ""Point""}";Luzarches;TRAIN H;H;TRAIN;TRAIN H;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;49.11713213147005;2.420107032801724
48.7707789170597,2.6902527821957585;"{""coordinates"": [2.690252782195758, 48.7707789170597], ""type"": ""Point""}";Ozoir-la-Ferrière;RER E;E;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;48.7707789170597;2.6902527821957585
48.898112306280396,2.400361703159176;"{""coordinates"": [2.400361703159176, 48.898112306280396], ""type"": ""Point""}";Pantin;RER E;E;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;48.8981123062804;2.400361703159176
48.89512589133458,2.195363986912901;"{""coordinates"": [2.195363986912901, 48.89512589133458], ""type"": ""Point""}";Nanterre-Ville;RER A;A;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;48.89512589133458;2.195363986912901
48.834288898896155,2.471681242571033;"{""coordinates"": [2.471681242571033, 48.834288898896155], ""type"": ""Point""}";Nogent-sur-Marne;RER A;A;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;48.83428889889616;2.471681242571033
49.01913673984224,2.1546634856409232;"{""coordinates"": [2.154663485640923, 49.01913673984224], ""type"": ""Point""}";Pierrelaye;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;49.01913673984224;2.1546634856409232
48.33648178061324,2.7380016185325884;"{""coordinates"": [2.738001618532588, 48.33648178061324], ""type"": ""Point""}";Montigny-sur-Loing;TRAIN R;R;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;48.33648178061324;2.7380016185325884
48.78949667687372,2.907387270372533;"{""coordinates"": [2.907387270372533, 48.78949667687372], ""type"": ""Point""}";Mortcerf;TRAIN P;P;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;48.78949667687372;2.907387270372533
48.813798482127474,3.042938266046296;"{""coordinates"": [3.042938266046296, 48.813798482127474], ""type"": ""Point""}";Mouroux;TRAIN P;P;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;48.813798482127474;3.042938266046296
48.89574531120744,2.2232129684066617;"{""coordinates"": [2.223212968406662, 48.89574531120744], ""type"": ""Point""}";Nanterre-Préfecture;RER A;A;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;48.89574531120744;2.2232129684066617
48.63635136710196,2.4077962861739057;"{""coordinates"": [2.407796286173906, 48.63635136710196], ""type"": ""Point""}";Orangis-Bois de l'Epine;RER D;D;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;48.63635136710196;2.4077962861739057
48.741878705678886,2.40290860736794;"{""coordinates"": [2.40290860736794, 48.741878705678886], ""type"": ""Point""}";Orly Ville;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.741878705678886;2.40290860736794
48.69750567080332,2.1810544390412185;"{""coordinates"": [2.181054439041219, 48.69750567080332], ""type"": ""Point""}";Orsay-Ville;RER B;B;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;48.69750567080332;2.1810544390412185
48.831916184318544,1.9444017580668456;"{""coordinates"": [1.944401758066846, 48.831916184318544], ""type"": ""Point""}";Plaisir-Grignon;TRAIN N;N;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;48.831916184318544;1.9444017580668456
49.04664576264113,2.0951950672259687;"{""coordinates"": [2.095195067225969, 49.04664576264113], ""type"": ""Point""}";Pontoise;RER C;C;RER;0;RER C;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;49.04664576264113;2.0951950672259687
48.63587586133944,2.3068331640148254;"{""coordinates"": [2.306833164014825, 48.63587586133944], ""type"": ""Point""}";Saint-Michel-sur-Orge;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.63587586133944;2.3068331640148254
49.045311648350264,2.1051107034445073;"{""coordinates"": [2.105110703444507, 49.045311648350264], ""type"": ""Point""}";Saint-Ouen-l'Aumône;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;49.04531164835026;2.105110703444508
49.033987636271455,2.128263873923673;"{""coordinates"": [2.128263873923673, 49.033987636271455], ""type"": ""Point""}";Saint-Ouen-l'Aumône-Liesse;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;49.033987636271455;2.128263873923673
48.787390238291614,2.044621988534177;"{""coordinates"": [2.044621988534177, 48.787390238291614], ""type"": ""Point""}";Saint-Quentin-en-Yvelines;TRAIN U;U;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/ad17c1cb67aaae07b61e7288ce4008c8;48.787390238291614;2.044621988534177
48.787390238291614,2.044621988534177;"{""coordinates"": [2.044621988534177, 48.787390238291614], ""type"": ""Point""}";Saint-Quentin-en-Yvelines;TRAIN N;N;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/6c2116392b125e3a2f6d9d754db243a8;48.787390238291614;2.044621988534177
48.93773606341459,2.1570864964698178;"{""coordinates"": [2.157086496469818, 48.93773606341459], ""type"": ""Point""}";Sartrouville;TRAIN L;L;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;48.93773606341459;2.1570864964698178
49.119022646304664,2.399724852518912;"{""coordinates"": [2.399724852518912, 49.119022646304664], ""type"": ""Point""}";Seugy;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;49.11902264630466;2.399724852518912
48.936280185651775,2.5347149747425237;"{""coordinates"": [2.534714974742524, 48.936280185651775], ""type"": ""Point""}";Sevran-Livry;RER B;B;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/f0ebdb0b87223739c9f1195e894671c1;48.936280185651775;2.534714974742524
48.87171419115657,2.2210295504311297;"{""coordinates"": [2.22102955043113, 48.87171419115657], ""type"": ""Point""}";Suresnes-Mont-Valérien;TRAIN U;U;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/ad17c1cb67aaae07b61e7288ce4008c8;48.87171419115657;2.2210295504311297
48.87171419115657,2.2210295504311297;"{""coordinates"": [2.22102955043113, 48.87171419115657], ""type"": ""Point""}";Suresnes-Mont-Valérien;TRAIN L;L;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;48.87171419115657;2.2210295504311297
49.099586939193706,2.525531713992054;"{""coordinates"": [2.525531713992054, 49.099586939193706], ""type"": ""Point""}";Survilliers-Fosses;RER D;D;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;49.099586939193706;2.525531713992054
48.658975423830064,2.415206841330065;"{""coordinates"": [2.415206841330065, 48.658975423830064], ""type"": ""Point""}";Ris-Orangis;RER D;D;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;48.658975423830064;2.415206841330065
48.869912419186086,2.485761140611789;"{""coordinates"": [2.485761140611789, 48.869912419186086], ""type"": ""Point""}";Rosny-sous-Bois;RER E;E;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;48.869912419186086;2.485761140611789
48.79870763528835,2.0718470059294014;"{""coordinates"": [2.071847005929401, 48.79870763528835], ""type"": ""Point""}";Saint-Cyr;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.79870763528835;2.0718470059294014
48.93445554506132,2.3456043781962905;"{""coordinates"": [2.345604378196291, 48.93445554506132], ""type"": ""Point""}";Saint-Denis;RER D;D;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;48.93445554506132;2.3456043781962905
48.382689435006995,2.816578770848898;"{""coordinates"": [2.816578770848898, 48.382689435006995], ""type"": ""Point""}";Saint-Mammès;TRAIN R;R;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;48.382689435007;2.816578770848898
48.800718463863554,2.1713898127563787;"{""coordinates"": [2.171389812756379, 48.800718463863554], ""type"": ""Point""}";Viroflay Rive Gauche;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.800718463863554;2.1713898127563787
48.80020939834459,2.40271281718153;"{""coordinates"": [2.40271281718153, 48.80020939834459], ""type"": ""Point""}";Vitry-sur-Seine;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.80020939834459;2.40271281718153
48.75883616371208,2.193014615252485;"{""coordinates"": [2.193014615252485, 48.75883616371208], ""type"": ""Point""}";Vauboyen;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.75883616371208;2.193014615252485
48.836643318031946,2.1526974002762644;"{""coordinates"": [2.152697400276264, 48.836643318031946], ""type"": ""Point""}";Vaucresson;TRAIN L;L;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;48.836643318031946;2.1526974002762644
48.38677098743939,2.842037388815224;"{""coordinates"": [2.842037388815224, 48.38677098743939], ""type"": ""Point""}";Vernou-sur-Seine;TRAIN R;R;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;48.38677098743939;2.842037388815224
48.92037937392436,2.1853533763028636;"{""coordinates"": [2.185353376302864, 48.92037937392436], ""type"": ""Point""}";Houilles-Carrières-sur-Seine;TRAIN L;L;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;48.92037937392436;2.185353376302864
48.960226490735955,2.9500603827528087;"{""coordinates"": [2.950060382752809, 48.960226490735955], ""type"": ""Point""}";Trilport;TRAIN P;P;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;48.96022649073596;2.9500603827528087
48.85426899363538,2.489167460948015;"{""coordinates"": [2.489167460948015, 48.85426899363538], ""type"": ""Point""}";Val de Fontenay;RER E;E;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;48.85426899363538;2.489167460948015
49.11662788250494,2.368253547610189;"{""coordinates"": [2.368253547610189, 49.11662788250494], ""type"": ""Point""}";Viarmes;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;49.11662788250494;2.368253547610189
48.59281219034078,2.461550180897489;"{""coordinates"": [2.461550180897489, 48.59281219034078], ""type"": ""Point""}";Villabé;RER D;D;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/e7ed6bbd66f9796902fee75b4b443a54;48.59281219034078;2.461550180897489
48.4452537046015,1.7795837097232072;"{""coordinates"": [1.779583709723207, 48.4452537046015], ""type"": ""Point""}";Auneau;GL;GL;TRAIN;0;0;0;0;0;SNCF;;48.4452537046015;1.7795837097232072
48.342613680163964,3.0717464537431387;"{""coordinates"": [3.071746453743139, 48.342613680163964], ""type"": ""Point""}";Villeneuve-la-Guyard;GL;GL;TRAIN;0;0;0;0;0;SNCF;;48.34261368016397;3.0717464537431387
49.21379080353853,2.417033174921132;"{""coordinates"": [2.417033174921132, 49.21379080353853], ""type"": ""Point""}";Saint-Leu d’Esserent;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;49.21379080353853;2.417033174921132
49.200877079101126,2.8381084780365518;"{""coordinates"": [2.838108478036552, 49.200877079101126], ""type"": ""Point""}";Ormoy-Villers;TRAIN K;K;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/cf0e0e961ab19271dd0a5e79cece251d;49.200877079101126;2.838108478036552
48.89658112861537,2.373819005403212;"{""coordinates"": [2.373819005403212, 48.89658112861537], ""type"": ""Point""}";Rosa Parks;RER E;E;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/528f29b53fa23aaf2d4c4f0b14c0bf87;48.89658112861537;2.373819005403212
48.827238775409505,2.200721257947835;"{""coordinates"": [2.200721257947835, 48.827238775409505], ""type"": ""Point""}";Sèvres-Ville-d'Avray;TRAIN U;U;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/ad17c1cb67aaae07b61e7288ce4008c8;48.82723877540951;2.200721257947835
48.89416838621195,2.315599220546768;"{""coordinates"": [2.315599220546768, 48.89416838621195], ""type"": ""Point""}";Porte de Clichy;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.89416838621195;2.315599220546768
48.88604139991642,2.299279102380644;"{""coordinates"": [2.299279102380644, 48.88604139991642], ""type"": ""Point""}";Pereire-Levallois;RER C;C;RER;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.88604139991642;2.299279102380644
48.85290746280475,2.5143124384334405;"{""coordinates"": [2.514312438433441, 48.85290746280475], ""type"": ""Point""}";Neuilly-Plaisance;RER A;A;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;48.85290746280475;2.5143124384334405
49.007767719270035,2.1965029019130347;"{""coordinates"": [2.196502901913035, 49.007767719270035], ""type"": ""Point""}";Montigny-Beauchamp;TRAIN H;H;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3544694520ec675b39cbddf7993a4b79;49.00776771927004;2.1965029019130347
48.80021557813598,2.1290438673702554;"{""coordinates"": [2.129043867370255, 48.80021557813598], ""type"": ""Point""}";Versailles Château;RER C;C;RER;0;RER C;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/591a3d854462a7db2751395e662d4e2c;48.80021557813598;2.1290438673702554
48.863556144335746,2.882591322662619;"{""coordinates"": [2.882591322662619, 48.863556144335746], ""type"": ""Point""}";Villiers-Montbarbin;TRAIN P;P;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/3216a7aca01ab7c67110982329e4a82e;48.86355614433575;2.882591322662619
48.854824962724784,2.772428148255365;"{""coordinates"": [2.772428148255365, 48.854824962724784], ""type"": ""Point""}";Val d'Europe;RER A;A;RER;0;0;0;0;0;RATP;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/2922fd9716bdb3b0487b2960b932652a;48.854824962724784;2.772428148255365
48.86736622582101,2.0512820494280524;"{""coordinates"": [2.051282049428052, 48.86736622582101], ""type"": ""Point""}";Saint-Nom-la-Bretèche - Forêt de Marly;TRAIN L;L;TRAIN;TRAIN L;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/954a47388dc356e3473289e5f47d0270;48.86736622582101;2.0512820494280524
48.14721803993117,2.7627283885437963;"{""coordinates"": [2.762728388543796, 48.14721803993117], ""type"": ""Point""}";Dordives;TRAIN R;R;TRAIN;0;0;0;0;0;SNCF;https://data.iledefrance-mobilites.fr/api/v2/catalog/datasets/emplacement-des-gares-idf/files/4ddabed87b80181debb386c00af5d5bb;48.14721803993117;2.7627283885437963
