dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat.publisher_type;dcat.conforms_to;dcat.temporal_coverage_start;dcat.temporal_coverage_end;dcat.accessRights;default.title;default.description;default.theme;default.keyword;default.license;default.license_url;default.language;default.metadata_languages;default.timezone;default.modified;default.modified_updates_on_metadata_change;default.modified_updates_on_data_change;default.data_processed;default.metadata_processed;default.geographic_reference;default.geographic_reference_auto;default.territory;default.geometry_types;default.bbox;default.publisher;default.references;default.records_count;default.attributions;default.source_domain;default.source_domain_title;default.source_domain_address;default.source_dataset;default.shared_catalog;default.federated;default.oauth_scope;default.parent_domain;custom.cgu;custom.plateforme-de-paiement;custom.id-produit;custom.account-id;datasetid
;;;;;;Bi-annuelle, Annuelle;;;;;;;;;;Référentiel des types des points de vente;"<p>Ce jeu de données liste les types des lieux de vente et des lieux des services après vente des titres de transports en Ile-de-France</p>
<hr/>
<p><strong>Autres jeux de données du référentiel des points de vente</strong></p><p>
</p><ul>
<li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/points-de-vente/information/"">Référentiel des points de vente</a></li>
</ul>

<hr/>";Tarifs & Ventes;Billettique ,Référentiel;Licence Ouverte (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2024-01-10T09:24:34+00:00;True;True;2022-09-13T08:19:43+00:00;2024-01-10T09:24:37.462000+00:00;fr_40_11;False;Île-de-France;;;Île-de-France Mobilités;;407;;;;;;;False;;;;;;;types-des-points-de-vente
2020-06-26;2020-06-26;;;;;Hebdomadaire;;;;;;;;;;Écarts arrêts Transporteurs (référentiel arrêts) & arrêts OpenStreetMap;"<p>Ce jeu de données permet de comparer la localisation des Arrêts de bus fournis par les opérateurs à Île-de-France Mobilités (correspond aux arrêts diffusés actuellement dans le GTFS) et les Arrêts de bus présents dans OpenStreetMap.</p>
<hr/>
<p><strong>Objectif</strong></p>
<p>L’objectif de ce comparatif est d’améliorer la qualité des données fournies par les opérateurs en utilisant le potentiel des données crowdsourcées d’OpenStreetMap.<br/></p>
<hr/>
<p><strong>Les données OpenStreetMap (OSM)</strong></p>
<p>La communauté OpenStreetMap cartographie le monde entier rue après rue et participe à la création de la plus grande base de données géographiques sous licence libre. Ce comparatif est possible grâce au travail de cette communauté qui, depuis avril 2018, enrichit les données d’OSM avec les identifiants du
<a href=""https://data.iledefrance-mobilites.fr/explore/dataset/referentiel-arret-tc-idf/"" target=""_blank"">Référentiel Arrêts Île-de-France Mobilités</a>.</p>
<hr/>
<p><strong>L'audit Jungle Bus</strong></p>
Cette production prend la suite des études et analyses réalisées par Jungle Bus qui avaient pour but d’évaluer dans quelle mesure ces deux jeux de données pouvaient s’enrichir mutuellement. En un an de travail, le volume de l’échantillon comparable a été multiplié par plus de 4. Plus d’informations : <a href=""https://junglebus.io/les-donnees-de-transport-en-ile-de-france-dans-openstreetmap-un-potentiel-largement-inexploite/"" target=""_blank"">https://junglebus.io/les-donnees-de-transport-en-ile-de-france-dans-openstreetmap-un-potentiel-largement-inexploite/</a> 
<hr/>
<p><b>Attention :</b> actuellement, environ 70% des Arrêts du Référentiel Île-de-France Mobilités
trouvent une équivalence dans OpenStreetMap (seuls ces Arrêts sont présentés
dans ce jeu de données)</p><hr/>";Arrêts;Référentiel arrêts,Arrêts,openstreetmap;Licence ODbL Version Française;https://doc.transport.data.gouv.fr/le-point-d-acces-national/cadre-juridique/conditions-dutilisation-des-donnees/licence-odbl;fr;fr;;2024-05-09T08:16:27+00:00;True;True;2024-05-09T08:16:27+00:00;2024-05-09T08:16:28.053000+00:00;fr_40_11,fr_40_24;True;Île-de-France,Centre-Val de Loire;Point;"{""coordinates"": [[[3.5153071582317352, 49.21659111510962], [1.477470612153411, 49.21659111510962], [1.477470612153411, 48.13095876015723], [3.5153071582317352, 48.13095876015723], [3.5153071582317352, 49.21659111510962]]], ""type"": ""Polygon""}";Île-de-France Mobilités;;39978;;;;;;;False;;;;;;;ecarts-arrets-referentiel-et-openstreetmap
;;;;;;Quotidienne;;;;;;;;;;État des ascenseurs;"<p><span style=""font-family: inherit; font-size: 0.875rem;"">Ce jeu de données liste l'ensemble des ascenseurs disponibles dans les gares et stations d'Île-de-France. Chaque ascenseur est présent sur une zone de correspondance du référentiel des arrêts d'Île-de-France.</span><br/></p>
<p>Les informations présentes sur ce jeu de données proviennent des tours de gare des agents RATP et SNCF, elles sont collectées et publiées 3 fois par jour</p>


<hr/>

<strong>Documentation</strong><p>
	 	Une  documentation relative aux ascenseurs est disponible.</p><p>
</p><ul>
<li>
<a href=""https://eu.ftp.opendatasoft.com/stif/Ascenseurs/2022-IDFM-etat-de-ascenseurs.pdf"">Consulter la documentation sur les ascenseurs </a></li></ul><p></p><hr/>";Accessibilité;Ascenseurs;Licence Mobilité;https://cloud.fabmob.io/s/eYWWJBdM3fQiFNm;fr;fr;;2024-05-15T12:30:27+00:00;True;True;2024-05-15T12:30:27+00:00;2024-05-15T12:30:27.949000+00:00;fr_40_11;True;Île-de-France;Point;"{""coordinates"": [[[3.1246700696647167, 49.14766320493072], [1.6022711154073477, 49.14766320493072], [1.6022711154073477, 48.26788858976215], [3.1246700696647167, 48.26788858976215], [3.1246700696647167, 49.14766320493072]]], ""type"": ""Polygon""}";Île-de-France Mobilités;;901;;;;;;;False;;;;;;;etat-des-ascenseurs
;;;;;;Bi-annuelle, Annuelle;;;;;;;;;;Référentiel des points de vente;"<p>Ce jeu de données liste les lieux de vente et lieux des services après vente des titres de transports en Ile-de-France</p>
<hr/>
<p><strong>Autres jeux de données du référentiel des points de vente</strong></p><p>
</p><ul>
<li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/types-des-points-de-vente/information/"">Référentiel des types des points de vente</a></li>
</ul>

<hr/>";Tarifs & Ventes;Billettique ,Référentiel;Licence Ouverte (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2014/05/Licence_Ouverte.pdf;;;;2024-01-10T13:53:14+00:00;True;True;2023-02-20T08:45:45+00:00;2024-01-10T13:53:17.315000+00:00;fr_40_11;False;Île-de-France;Point;"{""coordinates"": [[[3.3161939587444067, 49.155564992688596], [1.5817299205809832, 49.155564992688596], [1.5817299205809832, 48.1499229837209], [3.3161939587444067, 48.1499229837209], [3.3161939587444067, 49.155564992688596]]], ""type"": ""Polygon""}";Île-de-France Mobilités;;1916;;;;;;;False;;;;;;;points-de-vente
;;;;;;Quotidienne;;;;;;;;;;Référentiel des arrêts : Arrêts;"<p><span style=""font-family: inherit; color: rgb(0, 0, 0); font-size: 0.875rem; background-color: rgb(255, 255, 255);"">Ce jeu de données propose les arrêts de référence du référentiel des arrêts d'Île-de-France. Ces arrêts correspondent aux endroits, tels que des plateformes, zones ou quais/voies, où le voyageur attend, monte ou descend du véhicule.</span><br/></p>


<hr/>

<p><strong>Documentation</strong></p>
<p>Une documentation relative aux référentiels de transport d’Île-de-France Mobilités est disponible.</p>

<ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Documentation/2023_idfm_referentiels.pdf"" target=""_blank"">Consulter la documentation sur les référentiels</a></li></ul>

<hr/>
<p><strong>Autres jeux de données du référentiel des arrêts</strong></p><p>
</p><ul>
<li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/arrets/information/"">Arrêts</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/arrets-transporteur/information/"">Arrêts Transporteurs</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/acces/information/"">Accès</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/zones-d-arrets/information/"">Zone d'arrêts</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/zones-de-correspondance/information/"">Zones de correspondance</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/poles-d-echange/information/"">Pôles d'échange</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/relations/information/"">Relations</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/relations-acces/information/"">Relations accès</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/referentiel-arret-tc-idf/information/"">Fichiers SIG</a></li>
</ul>
<hr/>

<p></p>";Arrêts;Référentiel,Arrêts;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-05-14T23:46:05+00:00;True;True;2024-05-14T23:46:05+00:00;2024-05-14T23:46:05.839000+00:00;world_fr;True;France;Point;"{""coordinates"": [[[3.5606683418154716, 49.459332204423845], [1.1497454904019833, 49.459332204423845], [1.1497454904019833, 47.960809017531574], [3.5606683418154716, 47.960809017531574], [3.5606683418154716, 49.459332204423845]]], ""type"": ""Polygon""}";Île-de-France Mobilités;;38000;;;;;;;False;;;;;;;arrets
;;;;;;Quotidienne;;;;;;;;;;Arrêts et lignes associées;"<p>Ce jeu de données liste toutes les lignes du réseau francilien et les arrêts desservis pour chacune de ces lignes comme dans le GTFS.
<br>
</p>
<ul><li>les arrêts des lignes RER et Transilien SNCF sont des zone d'arrêts, elles sont identifiées dans le GTFS ainsi : (ID IDFM:monomodalStopPlace:XXXXXX).
</li><li>les arrêts des autres lignes sont des arrêts de référence, ils sont identifiés dans le GTFS ainsi : (ID IDFM:XXXXXX)</li></ul>
<p></p>
<hr>




<p><strong>Documentation</strong></p>
<p>Une documentation relative aux données GTFS d’Île-de-France Mobilités est disponible.</p>

<ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/GTFS/opendata_gtfs.pdf"" target=""_blank"">Consulter la documentation sur les données Ile-de-France Mobilités</a></li>

</ul>
<hr>";Arrêts,Lignes;Arrêts,Lignes;Licence ODbL Version Française;https://doc.transport.data.gouv.fr/le-point-d-acces-national/cadre-juridique/conditions-dutilisation-des-donnees/licence-odbl;;;;2024-05-15T15:01:43+00:00;True;True;2024-05-15T15:01:43+00:00;2024-05-15T15:01:44.714000+00:00;;False;;Point;"{""coordinates"": [[[3.5606683418154716, 49.459332204423845], [1.1498557962477207, 49.459332204423845], [1.1498557962477207, 47.96107920818031], [3.5606683418154716, 47.96107920818031], [3.5606683418154716, 49.459332204423845]]], ""type"": ""Polygon""}";Île-de-France Mobilités;;72393;INSEE IGN NaturalEarth DGCL - BANATIC MEFR MAA;;;;;;False;;;;;;;arrets-lignes
;;;;;;Annuelle;;;;;;;;;;Gares, stations et pôles d'échanges multimodaux en projet en Ile-de-France;"<p> Couche géographique recensant les arrêts et pôles d'échanges multimodaux des tracés des projets de transport en commun en Île-de-France.</p><p><span style=""font-size: 0.875rem;"">Un arrêt est un lieu de montée ou descente d'une ligne de transport en projet. </span><br/></p><div><p>Un pôle d’échanges multimodal est un lieu d’interface entre le mode  ferroviaire et les autres modes de déplacement.</p>
	En savoir plus sur les lignes en projet : <p><a href=""https://www.iledefrance-mobilites.fr/"">https://www.iledefrance-mobilites.fr/</a></p>
</div><hr/>
<p><strong>Qualité<br/></strong></p><p>
	Un point décrit l'arrêt du projet ou l'emplacement central du bâtiment dans le cas d'un pôle d'échange multimodal.</p><p>La qualité des données est fonction de l'état d'avancement du projet d'infrastructure. La précision est donc variable d'un projet à l'autre et la cartographie ne peut pas à elle seule rendre compte de la situation précise. Seuls les documents de référence sont juridiquement contraignants et opposables.</p><p>Seules les opérations validées en Conseil d'Ile-de-France Mobilités sont  publiables sur la plateforme Open Data. Cette publication ne concerne  pas les données produites dans le cadre de documents préparatoires à une  décision administrative.</p><hr/>  
<p><strong>Grand Paris Express</strong></p><p>La donnée SIG  relative aux lignes du Grand Paris Express est produite par la Société  du Grand Paris, qui est donc seule détentrice des droits de diffusion de  cette donnée. A ce jour, Ile-de-France Mobilités ne peut publier les  données de la SGP sur cette plateforme Open Data.</p><hr/>
<p><strong>Historique des mises à jours</strong></p>
<p>2020</p>
<ul>
<li><p>
Mise à jour (24/01/2020) : Actualisation de l'état d'avancement des projets et des dates de mise en service officielles</p><p></p><p>Les métadonnées sont consultables dans la rubrique ""Modèle de données"", à déplier, ci-dessous.</p>
<p></p></li>
</ul>
<hr/>";Données hors loi LOM;Projets;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-01-10T09:30:16+00:00;True;True;2020-01-24T11:07:32+00:00;2024-01-10T09:30:20.558000+00:00;fr_40_11;True;Île-de-France;Point;;Île-de-France Mobilités;;404;Ile-de-France Mobilités;;;;;;False;;;;;;;projets_arrets_idf
;;;;;;;;;;;;;;;;Paris 2024 - Parkings vélo spectateurs en IDF;"<p><span style=""font-family: inherit; font-size: 0.875rem;"">Ce jeu de données recense les parkings vélo temporaires pour spectateurs gérés par Paris 2024 en Île-de-France aux abords des sites de compétitions (nom, site, adresse).</span><br/></p><p>Dernière mise à jour des données : 15/02/2024</p>";Vélos & Nouvelles mobilités,Jeux Olympiques & Paralympiques;Parkings vélo,Equipements;Licence Ouverte v2.0;https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;Europe/Paris;2024-02-12T17:51:41+00:00;False;False;2024-02-21T14:47:54+00:00;2024-05-15T01:22:41.923000+00:00;fr_40_11;True;Île-de-France;Polygon;"{""coordinates"": [[[2.6474561356008053, 48.97331178188324], [1.9675344228744507, 48.97331178188324], [1.9675344228744507, 48.75636490993202], [2.6474561356008053, 48.75636490993202], [2.6474561356008053, 48.97331178188324]]], ""type"": ""Polygon""}";Paris 2024;https://www.paris2024.org/fr/;37;https://www.data.paris2024.org/fr/;;;;;;True;;;;;;;paris-2024-parkings-velo-spectateurs-en-idf
;;;;;;Trimestrielle;;;;;;;2021-06-30T23:00:00+00:00;2023-06-29T23:00:00+00:00;;Fréquentation mesurée dans les parkings vélos;"<p>Ce jeu de données présente le taux d’occupation des consignes parking vélos Île-de-France Mobilités par un comptage du nombre de vélos ayant lieu chaque trimestre. 
Les vélos stationnés à l'intérieur de la consigne sont comptés chaque jour ouvrable (entre le lundi et le vendredi, hors mois d’août) entre 9h et 17h lors d’un passage en gare. </p>



<p>La fréquentation mesurée est relevée une fois par trimestre.</p>

<hr/>";Données hors loi LOM,Vélos & Nouvelles mobilités;Vélo,Stationnement;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-02-12T12:50:38+00:00;True;True;2024-02-12T12:50:38+00:00;2024-02-12T12:50:38.448000+00:00;;False;;;;Île-de-France Mobilités;;1277;;;;;;;False;;;;;;;frequentation-mesuree-parking-velo
;;;;;;En fonction des mises en service ;;;;;;;;;;Parking Vélos Ile-de-France Mobilités;"<p style=""font-family: sans-serif;"">Couche géographique décrivant les parkings vélos Île-de-France Mobilités (anciennement dénommés ""stations Véligo"").</p><hr><p style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">Définition</span></p><p style=""font-family: sans-serif;"">Les parkings vélos Île-de-France Mobilités sont un service de stationnement de vélos offrant des abris en libre-service et des consignes collectives sécurisées.</p><p style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">Il est à noter</span> que sur le présent jeu de données, deux colonnes sont dédiées aux tarifs :</p><p style=""font-family: sans-serif;""></p><ul style=""margin-top: 0cm;"" type=""disc""><li class=""MsoListParagraph"" style=""margin-left: 0cm;"">Une colonne « price » : qui exprime le tarif pour les usagers non abonnés Navigo, le prix est renseigné en euro s'il est connu (exemple : 30 €, 20 €…), dans le cas contraire, le prix est positionné à (NC).<o:p></o:p></li><li class=""MsoListParagraph"" style=""margin-left: 0cm;"">Une colonne « price_navigo » : avec (NA) si consigne payante pour les abonnés Navigo, et (0 €) si gratuite pour les abonnés Navigo. <o:p></o:p></li></ul><p style=""font-family: sans-serif;""></p><hr><p style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">Généalogie</span></p><p style=""font-family: sans-serif;"">Emplacement des stations communiqué lors des travaux de création des parkings.</p><hr><p style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">Qualité</span></p><p style=""font-family: sans-serif;"">Le point est positionné à l'emplacement du parking ou de la gare en l'absence de coordonnées précises connues.</p><hr><p style=""font-family: sans-serif;""><span style=""font-weight: bolder;"">Documentation</span></p><p style=""font-family: sans-serif;""><a href=""https://www.iledefrance-mobilites.fr/le-reseau/services-de-mobilite/velo/parkings-velo"">Veuillez consulter la page dédiée aux parkings vélos sur le site d'Île-de-France Mobilités</a></p><hr>
<p></p>";Vélos & Nouvelles mobilités;Vélo,Stationnement,Données géographiques;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;;;;2024-04-30T13:14:41+00:00;True;True;2024-04-30T13:14:41+00:00;2024-04-30T13:14:41.612000+00:00;fr_40_11,fr_40_24;True;Île-de-France,Centre-Val de Loire;Point;;Île-de-France Mobilités;;436;;;;;;;False;;;;;;;parking-velos-ile-de-france-mobilites
;;;;;;;;;;;;;;;;Cartes des travaux;"<p>Île-de-France Mobilités met à votre disposition les <b>plans schématiques des travaux par mois</b>.</p><p><b>Attention :</b> la quantité de travaux sur le réseau ferré et leurs reports
de plus en plus fréquents oblige Ile-de-France Mobilités à repenser sa
restitution mensuelle des impacts des travaux à l’échelle de l’Ile-de-France.
La production des cartes mensuelles est donc provisoirement <b>suspendue à partir de mars 2020</b> afin de
travailler sur une version permettant une actualisation des informations plus
fréquente. nous vous inventons donc à vous reporter sur les sites internet RATP
et SNCF afin de connaitre la programmation des travaux sur vos lignes.</p><p>Pour consulter les prévisions, cliquez ci-dessous :</p><p></p><p></p><p>Janvier 2019 : <a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_janvier2019.pdf"" style=""background-color: rgb(255, 255, 255)"" target=""_blank"">Carte des travaux de janvier 2019</a></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Février 2019 : <a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_fevrier2019.pdf"" target=""_blank"">Carte des travaux de février 2019</a></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif'>Mars 2019 : <a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_mars2019.pdf"" target=""_blank"">Carte des travaux de mars 2019</a></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Avril 2019 : <a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_avril2019.pdf"" target=""_blank"">Carte des travaux d'avril 2019</a></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'><span><i>A partir du mois de mai 2019, deux cartes travaux sont mises à disposition, une carte semaine et une carte week-end.</i></span><br/></p><p style='font-family: -apple-system, BlinkMacSystemFont, ""Segoe UI"", Roboto, Helvetica, Arial, sans-serif;'>Mai 2019 : </p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_semaine_mai2019.pdf"" target=""_blank"">Carte des travaux de mai 2019 - Semaine</a></li><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_week-end_mai2019.pdf"" target=""_blank"">Carte des travaux de mai 2019 - Week-end</a></li></ul><p><span>Juin 2019 :</span></p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_semaine_juin2019.pdf"" style=""background-color: rgb(255, 255, 255);"" target=""_blank"">Carte des travaux de juin 2019 - Semaine</a></li><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_week-end_juin2019.pdf"" target=""_blank"">Carte des travaux de juin 2019 - Week-end</a></li></ul><p>Juillet 2019 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_semaine_juin2019.pdf"" target=""_blank"">Carte des travaux de juillet 2019 - Semaine</a></li><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_week-end_juin2019.pdf"" target=""_blank"">Carte des travaux de juillet 2019 - Week-end</a></li></ul><p>Août 2019 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_semaine_aout2019.pdf"" target=""_blank"">Carte des travaux d'août 2019 - Semaine</a></li><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_week-end_aout2019.pdf"" target=""_blank"">Carte des travaux d'août 2019 - Week-end</a></li></ul><p></p><p>Septembre 2019 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_semaine_septembre2019.pdf"" target=""_blank"">Carte des travaux de septembre 2019 - Semaine</a></li><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_week-end_septembre2019.pdf"" target=""_blank"">Carte des travaux de septembre 2019 - Week-end</a></li></ul><p>Octobre 2019 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_semaine_octobre2019.pdf"" target=""_blank"">Carte des travaux d'octobre 2019 - Semaine</a></li><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_week-end_octobre2019.pdf"" target=""_blank"">Carte des travaux d'octobre 2019 - Week-end</a></li></ul><p>Novembre 2019 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_semaine_novembre2019.pdf"" target=""_blank"">Carte des travaux de novembre 2019 - Semaine</a></li><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_week-end_novembre2019.pdf"" target=""_blank"">Carte des travaux de novembre d'octobre 2019 - Week-end</a></li></ul><p>Décembre 2019 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_semaine_aout2019.pdf"" target=""_blank"">Carte des travaux de décembre 2019 - Semaine</a></li><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_week-end_decembre2019.pdf"" target=""_blank"">Carte des travaux de décembre 2019 - Week-end</a></li></ul><p>Janvier 2020 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_semaine_janvier2020.pdf"" target=""_blank"">Carte des travaux de janvier 2020 - Semaine</a></li><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_week-end_janvier2020.pdf"" target=""_blank"">Carte des travaux de janvier 2020 - Week-end</a></li></ul><p>Février 2020 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_semaine_fevrier2020.pdf"" target=""_blank"">Carte des travaux de février 2020 - Semaine</a></li><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_travaux_week-end_fevrier2020.pdf"" target=""_blank"">Carte des travaux de février2020 - Week-end</a></li></ul><p>Été 2020 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/IDFM_PERTURB_ETE2020_v2.pdf"" target=""_blank"">Carte des travaux d'été 2020</a></li></ul><p style=""font-family: sans-serif;"">Été 2021 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/idfm_pertubation_ete2021_v1.pdf"" target=""_blank"">Carte des travaux d'été 2021</a></li></ul>

<p style=""font-family: sans-serif;"">Été 2022 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/idfm_pertubation_ete2022_v7.pdf"" target=""_blank"">Carte des travaux d'été 2022</a></li></ul><p style=""font-family: sans-serif;"">Été 2023 :</p><ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Travaux/idfm_carte_travaux_ete2023_vdef.pdf"" target=""_blank"">Carte des travaux d'été 2023</a></li></ul>";Circulation et Horaires;Projets;CC BY-NC-ND 4.0;https://creativecommons.org/licenses/by-nc-nd/4.0/;fr;fr;;2024-01-10T09:29:46+00:00;True;False;;2024-01-10T09:29:48.001000+00:00;fr_40_11;True;Île-de-France;;;Île-de-France Mobilités;;0;;;;;;;False;;;;;;;cartes-des-travaux
;;;;;;Quotidienne;;;;;;;;;;Référentiel des arrêts : Arrêts transporteur;"<p>
Ce jeu de données propose les arrêts des transporteurs du référentiel des arrêts d'Île-de-France. Un Arrêt Transporteur est un objet « terrain » et peut prendre de multiples formes selon les usages ou les échelles (un zébra sur la voirie, une gare routière, un abribus ...etc.)

</p><hr/>
<p><strong>Documentation</strong></p>
<p>Une documentation relative aux référentiels de transport d’Île-de-France Mobilités est disponible.</p>

<ul><li><a href=""https://eu.ftp.opendatasoft.com/stif/Documentation/2023_idfm_referentiels.pdf"" target=""_blank"">Consulter la documentation sur les référentiels</a></li></ul>

<hr/>
<p><strong>Autres jeux de données du référentiel des arrêts</strong></p><p>
</p><ul>
<li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/arrets/information/"">Arrêts</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/arrets-transporteur/information/"">Arrêts Transporteurs</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/acces/information/"">Accès</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/zones-d-arrets/information/"">Zone d'arrêts</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/zones-de-correspondance/information/"">Zones de correspondance</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/poles-d-echange/information/"">Pôles d'échange</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/relations/information/"">Relations</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/relations-acces/information/"">Relations accès</a></li><li><a href=""https://data.iledefrance-mobilites.fr/explore/dataset/referentiel-arret-tc-idf/information/"">Fichiers SIG</a></li>
</ul>
<hr/>

<p></p><p></p>";Arrêts;Référentiel,Arrêts,Transporteurs;Licence Ouverte v2.0 (Etalab);https://www.etalab.gouv.fr/wp-content/uploads/2017/04/ETALAB-Licence-Ouverte-v2.0.pdf;fr;fr;;2024-05-14T23:54:28+00:00;True;True;2024-05-14T23:54:28+00:00;2024-05-14T23:54:28.857000+00:00;world_fr;True;France;Point;"{""coordinates"": [[[3.5606412682682276, 49.459332204423845], [1.1497454904019833, 49.459332204423845], [1.1497454904019833, 47.960809017531574], [3.5606412682682276, 47.960809017531574], [3.5606412682682276, 49.459332204423845]]], ""type"": ""Polygon""}";Île-de-France Mobilités;;51270;;;;;;;False;;;;;;;arrets-transporteur
